"지역","연령(만)","성별","신장","체중","BMI","체지방률","허리둘레","윗몸일으키기","악력(D)","악력(ND)","제자리멀리뛰기","20m 왕복오래달리기","좌전굴","10m 왕복달리기","연령집단"
12,34,1,175.1,71.8,23.4181267390324,12.2,83,51,48.9,46.9,236,71,28,10.47,3
12,34,1,175.1,71.82,23.4,12.2,84,51,49.2,46.9,236,71,28,10.47,3
12,34,2,150.8,44.8,19.7004130050869,32.6,67,33,28,24.6,149,23,12.5,13.78,3
12,34,2,157.7,59.3,23.8446694698562,36.4,82,25,21.4,18.4,126,14,21.4,15.7,3
12,34,2,168.3,58.5,20.6532134811468,30.9,78,51,26.5,23.3,159,19,17.9,12.71,3
12,34,2,168.3,58.54,20.7,30.9,83.2,51,23.3,26.5,159,19,17.9,12.71,3
12,34,2,168.5,56.5,19.8997965994241,28.2,69,31,26.6,24.4,129,12,31,13.75,3
12,35,1,166,51.6,18.7255044273479,16.6,70,23,20.2,26.6,192,26,-8.3,14.24,4
12,35,1,168.9,68.1,23.8719454163236,27.7,83,30,41.6,31.1,211,24,1.3,15.9,4
12,35,1,177.8,80.1,25.3378057776524,25.8,95,40,35.2,29.5,171,22,-1.9,13.18,4
12,35,1,178.1,78.4,24.7165712314874,15.8,84.8,39,56.4,59.3,265,35,18.3,9,4
12,35,1,184,85.6,25.2835538752363,31.2,96.5,27,42.2,51.1,195,25,-6.2,12.52,4
12,35,2,149.7,59.8,26.6844086748425,36,86,23,20.5,20.6,161,17,13.8,14.14,4
12,35,2,157.1,47.2,19.124479698676,20.6,61,39,29.6,25.6,167,51,32.3,12.03,4
12,35,2,161.2,45.9,17.6637378470405,19,64,22,20.9,27.3,155,31,25.8,12.58,4
12,35,2,171.3,66.6,22.6965320312476,34.8,82,10,25.8,24,165,19,2.3,13.5,4
12,36,1,167.3,72.8,26.0099488054181,23.9,86,32,41.5,37.5,189,20,7.2,13.44,4
12,36,1,171.6,55.3,18.7797827657968,11.8,71.5,54,41,43.4,231,50,16.8,10.56,4
12,36,1,174.6,66,21.649878170231,10.9,76.5,33,46.7,41.9,214,50,14,11.29,4
12,37,1,173.1,78.6,26.2318191966856,23.8,92.2,45,50.9,50.1,211,41,10.5,10.81,4
12,37,1,175.3,79.9,26.0005746810374,22.9,91,36,38.9,42.9,202,23,16.6,11.16,4
12,37,2,153.9,46.1,19.4636230795505,30.8,67,31,21.5,17.9,132,27,14.8,14.79,4
12,37,2,160.8,58.2,22.5087250315586,35.5,82,24,19.5,19.1,142,9,11.8,13.77,4
12,37,2,163.4,58.7,21.9853810324964,32.9,68,15,17.1,18.4,115,18,8.7,13.8,4
12,38,1,168.7,64.3,22.5933592389798,17.3,75,45,48.6,49.2,211,20,15.6,11.93,4
12,38,1,175.7,71.1,23.0317043882361,18.9,78,55,44,42.1,238,65,13.9,10.34,4
12,38,1,182.4,91.9,27.6226819790705,32.6,97,37,42.4,40.5,164,19,6.4,16.8,4
12,38,2,153.5,49.6,21.0506212267504,27.6,66.5,8,16,15.7,122,12,9.1,14,4
12,38,2,155.6,50.7,20.9405832633937,27.1,65,36,20,18.4,150,33,24.4,13.26,4
12,38,2,155.7,46.9,19.3461975234392,24.2,63,28,24.1,20.1,135,30,12,12.61,4
12,38,2,158.4,50.5,20.1270916233037,28.4,72.1,22,24.7,23.3,152,21,22.6,13.82,4
12,38,2,160.2,49.4,19.2487231160799,12.7,67,20,23.4,24.5,156,14,11.6,14.52,4
12,38,2,164,52,19.3337299226651,23.8,75.9,23,26.5,25,139,30,14.6,14.23,4
12,38,2,171.2,69.1,23.5760219233121,20,74,35,25.8,23.9,169,23,3.1,14.9,4
12,39,1,167,69.1,24.7767937179533,22.9,87,28,50.5,46.2,189,45,11.1,12.17,4
12,39,1,184.1,96.6,28.5016202551515,25.9,92,23,40,41.6,165,45,-0.5,13.67,4
12,39,2,164,56.4,20.9696609161214,26.4,74,23,25.9,23,169,26,9.1,12.88,4
12,40,1,168.2,73.2,25.8737333535045,28.7,83.5,43,39.7,44.8,211,33,1.4,12.13,5
12,40,1,176.4,75.8,24.3597060895409,18.3,84,40,44.7,39.6,218,47,9.9,10.98,5
12,40,2,156.1,60.5,24.8284477377591,34.1,78,30,20.6,24.8,162,21,3.5,12.44,5
12,40,2,156.5,43.6,17.8015494697302,23.2,63.5,15,20.5,20,118,15,13.8,15.58,5
12,40,2,167.5,69.8,24.8785921140566,28.2,80,41,28.1,29,172,25,23.3,13.48,5
12,40,2,171.5,95.3,32.4014653758213,40.9,100,20,35.9,30.9,126,11,6.3,14.6,5
12,41,1,171.4,83.2,28.3205505079318,32,91,39,42.2,38.9,185,38,2.9,12.09,5
12,41,1,172,70,23.6614386154678,29.8,86,37,42.7,37.1,181,36,4.1,13.02,5
12,41,1,175.4,65.5,21.2903167089006,16.7,72,40,45.6,42,168,44,7,11.9,5
12,41,1,179.9,82.8,25.5839742973754,22.9,92.5,39,41.2,38.5,153,40,19.3,12.04,5
12,41,2,157.5,51.6,20.8012093726379,31.3,69,39,27.2,23.1,153,30,20.2,11.96,5
12,41,2,162.4,49,18.5790725326992,23,69,30,25.7,22.2,148,16,-2.5,13.63,5
12,41,2,170.7,86.2,29.5828644517956,40.7,90,8,25.8,25.6,104,14,-5.6,15.1,5
12,42,1,158.1,68.2,27.2847912093364,35.9,86,40,36.9,35,181,16,20.4,11.62,5
12,42,1,166.6,75.6,27.2377858706508,23.7,87,34,44,40.9,211,34,20.7,11.81,5
12,42,1,166.8,72,25.8785777133689,31.8,94,11,31.8,28,128,14,3.6,15.57,5
12,42,2,155.2,47.2,19.5955999574875,30.7,74,22,21.4,18.7,107,27,-3.3,15.43,5
12,42,2,161,69,26.6193433895297,33.6,80,45,34.7,33.9,158,25,21.5,12.93,5
12,43,1,173.4,83.1,27.6377597650092,28.2,94,36,49.6,46.1,167,18,24.8,12.6,5
12,43,1,176.6,83.9,26.9017518523411,18.5,88,39,47.9,52.4,213,41,11.7,10.8,5
12,43,2,155.1,51.6,21.4499411997251,30.9,67,19,22.9,23,118,18,24.4,17.8,5
12,43,2,157.4,50.1,20.2221938779629,28,73.5,5,17.8,16.6,144,15,24,14.09,5
12,43,2,163.1,59.1,22.2167004177567,26.4,74,20,28.3,28.7,160,16,11.5,13.74,5
12,44,1,161.2,67.3,25.8991188911945,27.2,88,35,38.3,39.2,188,20,15.6,13.06,5
12,44,1,167.2,55.9,19.9958219820975,15.4,71,28,34.8,34.4,210,40,20.9,11.35,5
12,44,1,175.5,82.3,26.7205623330979,25.5,90,50,46.2,47.1,176,22,-3.1,13.3,5
12,44,1,181.3,57.7,17.5541661634168,13.8,67,28,46.5,44.8,191,38,7.3,12.12,5
12,44,2,151.5,64.6,28.1453887963054,40,82,20,24.9,21,115,10,12.9,13.45,5
12,44,2,153,58,24.7767952496903,31.9,76,23,26.5,24,164,28,23.5,13.74,5
12,44,2,162,62.2,23.7006553878982,30.9,80,34,26.7,24.6,156,16,15.3,12.94,5
12,45,1,166.8,66.1,23.7579720396345,22.1,84,31,52.7,51.5,228,25,-2.7,11.58,6
12,45,1,167.6,79,28.1241277960367,28.1,88,41,45.8,43,204,33,25,11.74,6
12,45,1,170.3,74.7,25.7567644262879,24.9,84,38,36.3,37.1,170,27,20.1,11.4,6
12,45,1,171.2,72.3,24.6678203336536,30.4,88,30,37,39,196,33,1.1,11.78,6
12,45,1,173.4,70.5,23.4471969125529,21.5,85,40,47,44.7,169,21,-13.6,12.96,6
12,45,1,177.1,78.4,24.9964848693153,23.3,89,40,41.4,41,183,32,2,12.99,6
12,45,1,183.3,86,25.5960836801454,23.3,92.7,33,52.8,51.7,205,38,6.7,11.3,6
12,45,2,157.1,60.2,24.3918152089046,26.7,75.1,7,21.2,20.6,125,18,4.2,13.93,6
12,46,1,170.6,78.1,26.8344674131299,27.7,92,41,40.7,37.5,163,2,20.1,15.68,6
12,46,1,172.2,68.1,22.9657597720825,22.6,82,37,42.1,42.2,228,34,15.6,12.3,6
12,46,2,149.4,62.6,28,36.4,92,22,28.9,23.8,142,7,16.9,16.31,6
12,46,2,149.4,62.6,28.0461426249397,27.9,95,22,23.8,28.8,242,7,16.9,16.31,6
12,46,2,156.5,54.6,22.3,30.8,70,6,26.7,24,154,30,21.3,13.86,6
12,46,2,163.3,55.5,20.8123256967723,32.9,77,16,17.9,17.4,130,12,-9.1,15.91,6
12,47,1,167.5,65.7,23.4172421474716,19.3,77,40,37.8,34.3,199,36,17.8,12.02,6
12,47,1,170.7,70.2,24.0918455280284,28.4,90,41,41.1,39.4,208,32,19,13.28,6
12,47,1,172.1,66.6,22.4860146105074,16.1,79,30,49.1,15.8,195,34,8.5,12.31,6
12,47,2,158.7,65.78,26.1,32.6,90.3,30,22.5,21.2,130,20,5.7,13.25,6
12,47,2,158.7,65.8,26.1259469166817,32.6,90,30,22.5,21.2,130,20,5.7,13.25,6
12,47,2,161.9,55.8,21.3,26.3,71,21,28.6,23.8,151,26,19.4,13.48,6
12,47,2,163,50,18.8189243102864,29.8,75.8,11,18.9,19.2,125,15,6.8,14.86,6
12,47,2,163,60.6,22.8085362640671,32,75,16,28.7,25,147,18,9.8,14.46,6
12,47,2,163,60.64,22.8,32,79,16,28.7,25,147,18,9.8,14.46,6
12,48,1,166,74.9,27.1810132094644,27.4,89,36,38.2,45.5,198,41,9.1,11.64,6
12,49,1,171.5,61.5,20.9096549906927,16.7,76,43,45.3,39.8,199,34,9.2,12.14,6
12,49,2,147.5,47.3,21.7,29.7,64.5,24,19,17.3,136,19,19.5,14.06,6
12,49,2,151.7,55.6,24.2,32.1,75,23,28,25.2,154,47,17.2,13.08,6
12,49,2,166,57.2,20.7577297140369,29.3,76,44,26.3,26.7,146,13,20.8,13.42,6
12,50,2,158.3,50.2,20.032810711089,27.1,67,47,27.3,22.6,163,27,24.3,13.11,7
12,50,2,158.9,69.5,27.5256136726654,31.1,90,30,34.6,33.6,119,16,17.4,13.25,7
12,50,2,159.2,58.6,23.1212595641524,35.2,80,32,23,21.5,140,15,19.4,13.58,7
12,50,2,160.6,63.6,24.6584647546793,38.4,82,16,25.9,24.8,150,19,17.9,13.4,7
12,50,2,161.1,68,26.2009978727102,30.7,82.2,20,35.6,28.8,147,65,22.4,13.08,7
12,51,1,171.6,94,31.9222347194375,34,105,30,31,36.1,185,25,5.5,11.85,7
12,51,1,177.8,81.24,25.7,23.6,90.7,49,51.6,50,213,55,19.2,11.1,7
12,51,2,154.8,60.1,25.0802903137498,33.2,77,22,25.4,24.1,127,45,13.2,14.05,7
12,51,2,155.9,54.9,22.5881214459195,31.8,78.1,27,25.4,21.8,135,36,20,13.08,7
12,51,2,160.9,50.8,19.622377390077,23.7,65,49,30.4,28.6,150,34,23.2,13.84,7
12,51,2,163.2,56.6,21.2508410226836,37.1,74,11,20.2,20.4,104,10,-4,22.72,7
12,51,2,164,58.3,21.6760856632957,28.7,74,30,28.5,24,135,17,17.8,14.27,7
12,52,1,169.4,72.9,25.4,19.9,84.2,53,50.3,41.5,220,66,23.9,10.01,7
12,52,1,174.9,66.9,21.9,16,77.5,42,39.5,39.4,196,70,15.2,11.15,7
12,52,1,177.5,81.2,25.7726641539377,18.8,93,22,43.3,40.8,207,24,-8,11.8,7
12,52,2,152.6,48.2,20.6984569772695,23.7,68,18,13.6,15.4,142,17,16,15.96,7
12,52,2,161.2,62.6,24.0904137085999,36.6,87.25,1,23.1,23.4,131,11,19.3,14.84,7
12,53,1,165.1,62.7,23,14.8,80,32,39.4,37.8,198,45,18.9,11.69,7
12,53,1,165.1,62.7,23.0024128687311,14.8,80,32,39.4,37.8,198,45,18.9,11.69,7
12,53,1,171.8,68.8,23.309991719532,15,84,59,37.8,41.7,184,36,20.9,12.85,7
12,53,1,172.7,92.6,31,30,105.5,30,47.1,46.2,195,24,5.8,11.58,7
12,53,1,172.7,92.6,31.0474768225221,30,99.5,30,46.2,47.1,195,24,5.87,11.58,7
12,53,2,161.8,58.8,22.460545073119,29.4,75,28,25.6,23,142,19,17.5,13.69,7
12,54,1,166.8,78.7,28.286723139474,25,94,34,41.6,34.9,194,29,19.4,11.88,7
12,54,1,166.8,78.7,28.3,25,94,34,41.6,34.9,194,29,19.4,11.88,7
12,54,1,170.8,81.6,27.9714143114919,20.1,89,39,41.7,42.6,188,35,16.7,12.46,7
12,54,1,170.8,81.6,28,20.1,89,36,42.6,41.7,188,35,16.7,12.46,7
12,54,2,156.8,63.6,25.8681278633902,41.2,88,18,17.9,20.8,109,17,10.3,14.35,7
12,55,1,167.6,74.2,26.4,25.2,84,42,46,43.5,174,60,14.7,10.9,8
12,55,1,167.6,74.2,26.4153200312142,25.2,84,42,46,43.5,174,60,14.7,10.9,8
12,55,1,170.1,61.26,21.2,19.3,75,20,30,35,160,19,10.9,13.56,8
12,55,1,170.1,62.64,21.6,23.7,79.5,28,42.4,42.5,174,40,10.1,14,8
12,56,1,169.3,59.1,20.6192832513853,15.4,77.5,48,35.7,32.5,192,32,7,12.5,8
12,56,2,151,48,21.0517082584097,14.1,70,19,19.1,17.6,109,20,15.2,16.45,8
12,56,2,151.4,58.8,25.6522566133088,35.3,75,1,22.2,22.7,113,9,-6,15.98,8
12,56,2,155.5,52,21.5051539996485,35.5,72,0,23.2,20.2,83,10,20.5,15.8,8
12,56,2,155.5,54.1,22.3736313727112,41.8,80,3,23.5,19.2,89,12,19.6,16.99,8
12,56,2,157.7,52.3,21.0299530062981,27.1,75,20,27,26.4,126,29,17.2,13.19,8
12,56,2,158.3,52.2,20.8309306597379,26.2,78,24,23.2,23.5,142,17,18.1,14.39,8
12,56,2,161.5,55.6,21.3171793077668,25.8,73,39,31.7,28.5,169,39,27.1,12.17,8
12,57,1,164,63.56,23.6,24,81,42,38.4,36.5,186,36,16.1,12.15,8
12,57,1,164,63.6,23.6466389054135,24,81,42,38.4,36.5,186,36,16.1,12.15,8
12,57,1,167.9,62.5,22.170660164219,16.8,77,32,42,39.9,202,70,8.4,11.85,8
12,57,1,167.9,62.5,22.2,16.8,77,32,42,39.9,202,70,8.4,11.85,8
12,57,1,169.1,71.02,24.8,13.8,80.7,41,38.5,33.7,176,21,16.3,12.13,8
12,57,1,170.6,72.9,25,23.2,91.8,32,35.6,36,176,35,21.6,13.67,8
12,57,1,170.6,72.9,25.0477935264682,23.2,89,32,35.6,36,176,35,21.6,13.67,8
12,57,1,174.5,72.08,23.7,19.9,87,45,45,41.2,202,52,11.7,10.94,8
12,57,2,154,53.4,22.5164445943667,27.6,73,7,14.9,12.1,116,10,0.2,17.63,8
12,57,2,156.1,56.8,23.3100137438796,30,73.5,33,21.6,21.7,140,26,20.9,13.49,8
12,57,2,159,50.9,20.1336972429888,32.3,70,17,22.1,21.4,119,16,17.4,13.68,8
12,57,2,163,81.9,30.8253980202492,42.7,90,19,32.8,30.2,100,12,21.6,16.42,8
12,57,2,163.3,61.3,22.9873074812998,24,76,13,27.5,27.8,131,11,25.3,14.02,8
12,58,1,170.5,65.5,22.5,19.9,80,36,35.4,35.7,196,14,14,12.14,8
12,58,2,161.7,68.2,26.0834080076063,34.2,82,21,27.9,24.4,158,19,24.3,12.84,8
12,59,2,161.3,64,24.598648073676,39.1,83,12,14.4,16.2,115,9,12.7,17.97,8
12,60,1,166.3,66.3,23.9733667827489,20.4,86,45,41.7,40.5,183,35,19.7,11.6,9
12,61,1,168.2,73.7,26.0504665048262,22.2,89,41,40.7,30.7,162,16,20,15.76,9
12,61,2,155.7,60.1,24.7911827539168,27.2,84,20,26.8,26.2,142,9,13.9,14.98,9
12,62,1,163.7,67.6,25.2260549323468,26.2,87,42,34.5,29.9,171,33,12.9,12.23,9
12,62,1,163.7,67.62,25.2,26.2,87.9,42,34.5,29.9,171,33,12.9,12.23,9
12,62,1,167.8,65.5,23.2625536104193,25.2,83,32,38.7,38.5,194,26,8.5,11.48,9
12,62,2,160.3,60,23.349855950847,38.1,84,9,25.9,20.1,106,15,18.5,15.47,9
12,63,1,177.9,71.9,22.7183608907999,18.9,82,49,40.7,37.4,197,47,14.5,12.19,9
12,63,2,153.5,61.7,26.1859542276311,33.2,87,11,24.9,23.3,122,9,16,17.71,9
12,63,2,162.2,68.3,25.9608557427846,32.9,88,3,32,27.5,124,9,25.7,15.75,9
12,64,1,161,58.5,22.5685737432969,22.4,70,22,44.3,39,157,12,7.1,12.32,9
12,64,2,151.2,52,22.7457238039249,32.4,73,25,23.9,21.8,140,13,25.7,13.81,9
12,64,2,153.4,61.8,26.2626022244169,38.3,87,0,21.7,19.7,101,6,10,17.11,9
12,64,2,158,55.6,22.272071783368,15.9,81.4,20,23.4,19,149,17,24.7,15.8,9
13,19,1,173.3,61.5,20.4775497795916,14.5,76.5,39,41.3,34.4,227,52,2.1,10.16,1
13,19,1,177,72.6,23.1734176003064,28.4,79.1,50,47.1,39.4,240,81,8.2,11.77,1
13,19,2,153.9,64.1,27.0633023730843,37.6,86.6,16,18.4,17.8,130,11,-1.4,15.21,1
13,19,2,163.4,53.8,20.1501447963936,32.5,73.9,27,27.7,23.2,155,29,8.8,13.28,1
13,19,2,163.6,69.1,25.8173372947316,39,82.5,16,19.6,18.2,127,14,19.6,13.15,1
13,19,2,171.8,80,27.1046415343395,22.3,79.5,27,33.4,30,151,25,18.2,13.1,1
13,20,1,177,67.2,21.4497749688787,15.2,76.3601910828025,53,33.2,36.3,247,80,-8,9.53,1
13,20,1,187,84.5,24.1642597729417,15,76.0853503184713,59,58,48,252,82,12.5,9.22,1
13,20,2,156.7,46.2,18.8149896008494,24.4,65,14,16.6,15,124,10,34.6,16.09,1
13,20,2,162.5,56.4,21.3585798816568,29.6,75.3,34,26.7,30.3,160,29,22,12.19,1
13,20,2,165.1,57.74,21.1827642590196,23.4,74.3,43,29.6,27.2,161,30,28.9,12,1
13,21,1,171,62.3,21.305700899422,13.4,78.2,32,41.2,32,180,28,-10,13.25,1
13,21,2,152.7,56.1,24.0593996986785,34.5,73,26,19.1,16.2,137,9,21.4,13.59,1
13,21,2,158.8,53.5,21.2154762735631,35.3,91.2228637059724,0,19.6,13.5,120,9,7,13.72,1
13,21,2,161.7,50.04,19.1380313299211,23.4,71.6,48,24,18.1,196,29,25.9,11.1,1
13,22,1,165.4,73.8,26.9764844011586,20.7,84.5,43,29,32.5,157,40,11.5,13.15,1
13,22,1,171,73.8,25.2385349338258,12,77.7,66,44.2,42.3,243,60,24.5,9.94,1
13,22,1,172,89.3,30.185235262304,25.1,97,61,43,42.6,254,53,19.4,8.97,1
13,22,1,175,68.4,22.334693877551,13.5,74.0240445859873,62,47.5,51.7,247,90,17.5,9.59,1
13,22,1,176.3,73.2,23.5508429560941,21.6,80.8,24,32.3,31.9,137,50,12.6,16.43,1
13,22,1,177.3,74.8,23.7949132964894,19,85.1,45,38.2,43.1,231,54,12.1,10.28,1
13,22,2,150.7,42.9,18.889949094009,31,67,0,13.5,11.4,120.2,7,2.3,17.74,1
13,22,2,160,45.4,17.734375,33.3,67.6,0,19.4,17.5,130,30,18.6,14.91,1
13,22,2,160.6,56.16,21.7738896324338,23.8,76.1,37,36.8,25.8,207,32,20,10.64,1
13,23,1,166.5,86,31.022013003995,31.1,97,50,41.6,35.7,177,23,4.4,11.37,1
13,23,1,169,70.1,24.5439585448689,19.3,87.3,55,46.1,38.6,173,42,21.2,13.22,1
13,23,1,170.9,64.6,22.118129299297,11.5,72,53,44.5,40.3,202,51,25.9,10.03,1
13,23,1,174,71.6,23.6490949927335,19.8,82.6815286624204,40,30,31,250,50,10.2,10.2,1
13,23,1,175,70.2,22.9224489795918,8.2,83.2,67,50,49.1,240,95,27.5,9.534,1
13,23,1,181,70.2,21.4279173407405,13.9,74.5737261146497,59,49.7,44.4,269,92,19,10.9,1
13,23,1,185,84,24.5434623813002,15.8,85,50,50,48,240,69,11,12.54,1
13,23,2,162.5,65.3,24.7289940828402,27.7,79.2,49,32.5,27.7,176,43,28.3,11.27,1
13,23,2,163,74.8,28.1531107681885,43.7,93.6,26,29.6,26.5,135,27,11.8,13.34,1
13,24,1,169.5,78.2,27.218698062147,26,89.8,48,45.2,38.9,228,52,19,10.47,1
13,24,2,159.3,49.1,19.3486175590084,17.7,70,38,28.8,24.7,151,31,18.4,11.84,1
13,24,2,162,73,27.8158817253467,36.2,81.7,31,31,29.9,112,20,29,12.35,1
13,24,2,164,59.2,22.0107079119572,38.5,78,34,22.3,19.8,119,17,17.1,15.01,1
13,24,2,168.1,57.2,20.2423347197445,26,72.2,44,29.4,28.6,182,50,2.6,11.28,1
13,25,1,174.6,61.4,20.1409472674573,10.4,75.7,48,34.1,31.2,201,39,-12.1,11.88,2
13,25,1,174.9,81,26.4792329260435,16.3,88,56,54.2,47.9,231,54,18.1,10.3,2
13,25,1,179,83.2,25.9667301270247,19.9,82.818949044586,43,49,49.4,220,43,5,10.53,2
13,25,1,180.6,74.3,22.7799791270393,18,83.3,40,41.8,42.9,223,38,7.5,11.08,2
13,25,2,158,63.2,25.3164556962025,34.7,82,40,25.6,23.6,153,19,23,12.69,2
13,26,1,173.5,72,23.9184778546454,19.5,82,53,46.9,43.9,192,20,-5,11,2
13,26,1,175.2,62,20.2,13.8,73.9,44,39.7,33.7,224,51,17.6,9.77,2
13,26,1,182.2,80.68,24.3,8.7,77.5,57,57.3,53.9,242,64,3.2,9.7,2
13,26,1,184.6,98.9,29.0223715826084,18,94.5,63,50.7,52.4,227,17,14.2,10.31,2
13,26,1,187.9,79.7,22.5738045867592,22.9,91,46,33.3,33.6,219,63,2,11.06,2
13,26,2,157,50.5,20.4876465576697,25.2,69,32,22.9,22.6,141,25,18,12.4,2
13,26,2,161.8,50.4,19.2518957769591,23.4,68,32,27.3,23.1,161,18,19.4,12.47,2
13,27,1,171,69.4,23.7,23.6,83.7,40,48,39.4,180,40,13.7,11.2,2
13,27,1,177,67.9,21.6732101248045,16.9,73,46,54.5,52.7,220,43,4,10.34,2
13,27,1,179.1,72.6,22.6331733111865,23.9,80,53,37,35.1,200,79,9.1,9.1,2
13,27,1,179.8,63.5,19.6423909398776,13.7,74.3,40,49,44.9,230,60,5,11.32,2
13,27,2,152.4,53.1,22.8625457250914,23,72.2,36,26.5,20.7,147,26,11.8,13.22,2
13,27,2,156.2,55.3,22.6653835245204,34.6,72,40,21.1,14.7,100,11,18,14.05,2
13,27,2,161,53.5,20.6396358165194,33.2,73,42,32.8,31.3,150,22,22,12.29,2
13,27,2,161.9,73.9,28.1936134407616,34.6,99.7,60,31.4,29.6,184,14,13.9,10.87,2
13,27,2,162.9,59.2,22.3089709572621,29.4,76,34,21.9,26.6,157,16,-2,12.04,2
13,27,2,164.5,53.4,19.7337422972811,23.9,66,35,32.4,27.6,124,22,11,12.84,2
13,27,2,169,56.4,19.7472077308218,25.1,70,52,27,20.5,140,96,17,12.23,2
13,28,1,164.5,63.6,23.5,20.8,76.4,40,30.6,26.2,211,48,1.5,11.59,2
13,28,1,165,56.7,20.8264462809917,10.2,70.8,67,49.3,41.9,250,100,24,8.6,2
13,28,1,170,68.9,23.8,18.9,83,29,44.7,38.3,180,30,-4,13.23,2
13,28,1,176.3,88.5,28.4733552133105,20.7,91.3,62,45.2,52.6,221,11,4.9,9.85,2
13,28,2,159.9,52.6,20.5725826922001,35,68,29,26,22.4,140,22,0,12.92,2
13,28,2,160,53.6,20.9375,30.2,68.8,24,29.4,23.3,160,27,26,12.38,2
13,28,2,161.8,55,21.0090132486657,27,71,20,22.9,22,140,20,18,13.98,2
13,29,1,178.5,94.3,29.5961521863647,30.7,89,23,41.9,35.7,170,25,-10,12.72,2
13,29,1,179,82,25.5922099809619,20.3,82,38,43.6,41,189,37,15.6,12.91,2
13,29,2,159.1,55.5,21.9256574042945,27.1,73,16,20.7,27.9,151,25,26.8,12.51,2
13,29,2,159.8,64.4,25.2192587417626,23,81.6,63,35.5,29.1,213,18,21.5,10.59,2
13,29,2,160.6,59.3,22.9913044017686,24.4,80,21,32.5,32.4,130,27,15.1,14.59,2
13,29,2,163.4,51.1,19.1388921765003,18.9,70.1,25,19.9,21.9,165,21,21.3,13.21,2
13,29,2,164.4,47.9,17.72278165533,22.5,68,18,20.5,17.2,143,43,13.1,13.21,2
13,29,2,166.6,56.7,20.4283394029881,25.8,70,44,18.6,20.7,152,27,14.8,12.28,2
13,30,1,175,73,23.8367346938776,21.3,87,15,27.9,25.1,210,22,-10,12.6,3
13,30,1,180.7,81.1,24.837309497683,19.5,81,46,59.4,51.2,230,39,0,10.46,3
13,30,2,155,49.7,20.6867845993756,28.8,70,13,22.4,20.3,140,35,0,12.98,3
13,30,2,162.8,56.3,21.2422049031386,35.1,73.5,31,30.5,27.5,145,17,10.2,12.97,3
13,30,2,163,55.3,20.8137302871768,27.9,76,20,26.4,24.7,140,23,15.9,12.94,3
13,30,2,165.7,57.6,20.9786465786413,24.4,75.4,36,31.4,29.1,147,26,20.2,12.24,3
13,31,1,173.1,77.2,25.8,27.4,93.5,25,42.8,36.8,155,15,3.5,14.2,3
13,31,2,149,60.7,27.3411107607765,45.9,84,35,27,24,123,20,5.3,12.23,3
13,31,2,153.6,41.8,17.7171495225694,19.4,63.8,43,17.9,20,148,31,22.5,12.65,3
13,31,2,157.6,51.2,20.6137751552475,30.4,69,20,21.3,18.7,142,20,1.2,13.99,3
13,31,2,159.6,50.8,19.9433420644343,31.9,68,29,20.4,17.2,130,20,10.5,16.58,3
13,31,2,164.2,59.6,22.1054802304311,28.3,71,31,23,22.4,119,17,12.6,15.31,3
13,31,2,164.7,60.5,22.3,18.8,83,19,27.3,20.7,132,27,21.3,13.64,3
13,31,2,164.7,60.5,22.3032512241904,18.8,83,19,27.3,20.7,132,27,21.3,13.64,3
13,32,1,170,71.4,24.7058823529412,23,88,50,45.2,42.4,200,55,14.2,10.34,3
13,32,1,170,76.1,26.3321799307958,22.7,91,58,48.6,46.7,211,72,3.6,10.37,3
13,32,1,171,82.7,28.2822064908861,32.2,100.2,20,38.5,35.2,134,23,11.4,16.19,3
13,32,1,173,63.3,21.2,12.1,70.7,47,46.6,43.6,230,55,5,11.06,3
13,32,1,174.3,94.1,31,30.5,106.4,20,42.8,40.1,150,11,1.3,14.13,3
13,32,1,177,91,29,24.2,94.5,35,46.2,40.5,225,33,5.6,12.45,3
13,32,1,182,101.6,30.6726240792175,29.4,101,37,40.5,43,138,42,2.7,12,3
13,32,1,183,71.4,21.3204335752038,14.8,82,42,50.7,49.6,247,62,12,9.82,3
13,32,2,160.3,67.1,26.1129222383639,38.3,85.2,17,22,20.1,181,16,15.3,13.97,3
13,32,2,160.6,66.9,25.9,33.1,80,23,32.8,28.2,122,22,21.5,13.83,3
13,32,2,160.6,66.9,25.9379133976108,33.1,80,23,26.1,24.5,122,22,21.5,13.83,3
13,32,2,161,51,19.6751668531307,26.7,73.4,12,26.5,27.9,146,24,19.3,13.47,3
13,33,1,167,64,22.9481157445588,19.7,77.9,58,46.6,44.9,210,70,8.3,11,3
13,33,1,177.5,77.2,24.5,14.2,85.5,34,48.4,40.2,160,30,25.1,11.25,3
13,33,1,178,98,30.9,30.3,91.5,30,56.7,51.2,180,20,14,12.37,3
13,33,2,155,61,25.3902185223725,37,75,37,24.2,23.6,140,117,15.9,13.11,3
13,33,2,163.5,49.12,18.3748094530015,21.7,69.4,21,19.7,19,145,15,26.3,12.43,3
13,34,1,168,60.2,21.3293650793651,23.6,74,39,38.7,38.7,170,39,11.5,11.5,3
13,34,1,177,73,23.3,15.5,78.2,33,51.5,39,250,50,4.2,10.1,3
13,34,1,182.5,93.5,28.1,24.1,95.2,43,55.5,49.2,200,41,8,10.69,3
13,34,1,187.5,92.2,26.2,22.3,94,35,55.2,50,210,27,-2.5,12.1,3
13,34,2,159.9,61.9,24.2099404685777,30,81.2,24,29.2,24.3,158,19,15.2,12.19,3
