"지역","연령(만)","성별","신장","체중","BMI","체지방률","허리둘레","윗몸일으키기","악력(D)","악력(ND)","제자리멀리뛰기","20m 왕복오래달리기","좌전굴","10m 왕복달리기","연령집단"
2,32,2,170.8,78.5,26.9087747972072,27.4,70.4,52,45.8,44.7,215,24,10,11.19,3
2,33,1,175.1,83.3,27.1689409103259,25.5,83.7,51,48.3,54.8,220,42,15,11.79,3
2,33,1,180,86.1,26.5740740740741,30.1,88.8,27,36.7,33.1,195,30,9,11.47,3
2,33,2,158.4,54.6,21.7611723293541,31.5,81.5,27,24.3,18.1,160,13,5.7,12.76,3
2,33,2,159.3,66.5,26.205357793769,32.6,70.1,45,27.2,20.1,175,10,8,12.56,3
2,33,2,161.5,51.4,19.7068887845182,27.6,76.3,28,18.3,17.8,154,19,11.9,12.96,3
2,34,1,174.5,73.6,24.170573312206,24.3,80.8,45,53.8,45.5,225,40,24,11.37,3
2,34,1,178.3,82.8,26.0451972247395,23.1,82.4,26,50.4,51.1,235,51,34,11.07,3
2,34,2,152.4,46.7,20.1069846584138,26.8,67.4,22,25.8,24.2,150,24,22,13.82,3
2,34,2,157.6,66.1,26.6127058156613,38.1,88,24,17.5,16.2,141,21,22.6,14.47,3
2,34,2,168.5,60.2,21.2029691200944,25.6,78.2,23,37,32.9,190,20,28,11.85,3
2,35,1,167.5,60.8,21.670750723992,14,79,41,42.4,37.6,215,34,-6,10.21,4
2,35,1,168.6,72.6,25.5400345318153,22.3,86.7,37,45.8,35.9,200,35,6,10.91,4
2,35,2,155.5,48.4,20.0163356458267,26.5,67,40,26.2,16.9,160,39,23,11.53,4
2,35,2,160,58,22.65625,32.3,71,29,29.9,26.1,165,23,27,13.69,4
2,35,2,165.6,51.2,18.6702140073281,32.5,69.4,21,22.1,21.4,125,27,-6,14.84,4
2,36,1,181.6,71.8,21.7717207785907,26,81.9,36,34.4,32.9,220,36,-6,11.44,4
2,36,2,161.4,75.6,29.0211578060005,44.5,90.5,18,20.1,19.1,136,13,7.3,13.78,4
2,37,1,169,69.9,24.4739329855397,20.3,79,53,54.2,53.1,226,34,20,10.81,4
2,37,1,179.3,71.8,22.3338638922077,18.6,79.8,43,38.5,31,193,34,13.9,11.81,4
2,37,1,181.5,80,24.2849228574247,21.5,85,41,52.8,47.7,170,40,2,11.87,4
2,37,2,164.6,73.8,27.2393474958255,39.1,96.8,11,19.7,20.9,134,13,1.3,14.24,4
2,38,1,170,84.7,29.3079584775087,24.4,97.4,55,58.5,54.4,248,54,14,10,4
2,38,1,174.2,86,28.340150347793,25.2,80.4,35,41.3,42.9,236,34,-2,11.03,4
2,38,1,174.5,69.4,22.8,20.5,82,40,41.6,40.7,182,21,9.3,10.89,4
2,38,2,156.2,55.5,22.747355978497,32.8,78,19,24.4,20.1,159,15,12,13.13,4
2,38,2,156.4,48.2,19.7048684924876,29.6,68.3,18,30.6,27.6,155,15,6,13.25,4
2,38,2,163.6,52.2,19.5,22.1,78,38,23.4,22.1,145,28,16.8,13.05,4
2,39,2,161.6,60.3,23.0905671012646,30.9,75.9,26,23.7,21.4,158,28,12.1,14.61,4
2,40,1,171,68.4,23.3918128654971,25.3,84.5,30,46.9,51.3,235,31,18,10.63,5
2,40,2,161.4,60.9,23.3781548992782,28.7,75.5,31,31.8,30.3,143,12,19.2,13.62,5
2,41,1,165.2,83.2,30.4861962021235,30.9,84.5,42,32.9,33.3,215,40,1,12,5
2,41,1,168.1,78.3,27.70934979993,24.8,88.8,47,55.2,49.3,240,40,20,10.47,5
2,41,1,172,94,31.7739318550568,29.1,88.7,26,49.4,42,205,28,2,11.59,5
2,41,2,163.7,56.2,20.9719569112114,38.7,80,23,32,26.8,150,20,5,13.6,5
2,41,2,167.6,74.2,26.4153200312142,36.8,91.6,26,26.6,23.9,140,11,18,13.87,5
2,42,1,172.1,78.1,26.3687348510605,18.9,79.8,51,50.1,48.6,220,60,8,11.53,5
2,42,1,174,79,26.0932752014797,29.5,82,33,49.4,42.4,210,30,15,11.75,5
2,42,2,150.7,46.9,20.651249708835,28.5,73.5,16,23.3,22.1,133,13,14.5,16.31,5
2,42,2,152.5,47.2,20.2956194571352,36.1,75.5,23,14.6,14.5,143,16,6.7,10.1,5
2,43,1,167.7,72.3,25.7082297270341,24.6,79.4,31,36.7,42.7,245,45,3,10.38,5
2,43,1,179.1,71.3,22.2278961031349,17.7,80.3,41,49.3,41.1,220,43,5,11.1,5
2,43,1,180.5,89,27.3171630051949,30.6,94,32,37.4,39.1,193,17,-11.2,12.93,5
2,43,2,157.1,51.5,20.8667522135977,26.2,71,17,19,18.5,141,17,-3.1,15.44,5
2,43,2,157.3,63.3,25.582693328171,35,80.6,26,24.8,18.8,143,9,12.7,14.56,5
2,44,2,160.5,52.9,20.5355149891791,32.9,71.3,20,23.6,21.9,131,7,10.6,14.86,5
2,44,2,165.4,62.3,22.7728316828209,31.5,82.3,9,31.1,27,145,8,-6,15.93,5
2,45,1,163,69.7,26.2335804885393,28.4,81.1,41,39.2,37.4,190,39,12,10.97,6
2,45,1,171.3,75.4,25.6954732005416,24,86.7,39,43.1,41.4,195,51,13,10.91,6
2,45,1,173,54.6,18.2431755153864,18.3,76.1,51,43.5,35.4,240,64,-6,11.19,6
2,46,1,180,72.5,22.3765432098765,15.3,85.8,39,43.9,44.4,200,45,12,11.57,6
2,46,2,155.6,55.1,22.757911988422,33.8,79.9,28,26.2,24.1,131,20,20.4,13.42,6
2,46,2,157,68.3,27.7090348492839,38.1,90,20,21.1,20,118,8,4.6,14.71,6
2,46,2,161.4,64.3,24.6833392450507,36.9,89,18,22.1,24,125,10,11.1,14.55,6
2,47,1,175.9,74.2,23.9812726299021,34.2,88.9,25,35.6,32.7,159,22,4.1,12.85,6
2,47,2,156.4,51.86,21.2011302908798,30.9,78.1,25,26.3,25,136,22,8.8,13.33,6
2,47,2,160,62.1,24.2578125,35.1,76.2,15,22.6,24.3,131,9,15,13.42,6
2,47,2,161.3,69,26.520417454432,35.3,85.1,33,30.1,34.6,160,7,16,14,6
2,48,1,169.5,82.2,28.6109588325893,33.2,87.8,43,14.6,39.4,180,50,-6,12.19,6
2,48,2,157.8,52.4,21.0434668067423,28.7,71.3,16,19.6,20.6,120,18,19.3,13.48,6
2,48,2,167.3,58.5,20.9008517186395,36.5,78.1,15,22.8,26.8,145,13,16,13.97,6
2,49,1,167.6,63.4,22.5705025603636,20.4,74,38,42.3,40.4,205,47,-6,12.75,6
2,49,1,171,82,28.0428165931398,30.4,97,25,21.1,19.3,155,11,-8.4,12.43,6
2,49,1,173.1,66.9,22.3270827513774,17.8,80.4,34,49.7,45.6,210,51,17,10.84,6
2,49,1,177.6,76.1,24.1267449882315,20.8,76,43,48.6,47.3,220,44,17,11.35,6
2,49,2,141.4,40.9,20.4561777656852,31.5,66,5,14.7,13.3,141,16,20.1,14.79,6
2,49,2,159.8,74.7,29.2527737268582,42.9,99.5,14,17.3,14.7,130,11,18.3,13.78,6
2,50,1,176.4,72.1,23.1706439189432,25.3,85.5,35,38.5,37.3,189,27,-0.5,12.08,7
2,50,2,152.2,53.8,23.2248528373172,35.1,77.2,18,23.6,19.4,122,11,20.3,15.64,7
2,50,2,163.1,62.7,23.5700019660464,34.9,79.9,19,16.6,15.5,111,9,13.2,14.91,7
2,51,1,157.4,70.5,28.4563806067143,34.3,92.9,32,41.3,38.1,180,30,4,12.44,7
2,51,1,168.6,62.5,21.9869443283534,19.9,76.5,33,42.8,34.1,215,40,18,11.82,7
2,52,1,165.3,55,20.1287581763931,23,78.5,31,36.1,35,187,13,17.3,12.2,7
2,52,1,167,83.5,29.940119760479,28.3,85.1,33,63.7,67.8,190,30,13,13.09,7
2,52,1,174.3,95.5,31.4346476965974,36,112,18,37.5,33.2,180,21,7.4,13.56,7
2,52,2,154.2,50.5,21.2384408208721,33.5,78,21,19.2,17.8,136,18,17.4,13.68,7
2,52,2,160.3,71,27.6306628751689,35.4,85.2,0,28.7,24.9,92,8,-5.1,14.82,7
2,53,1,164.8,80.6,29.677043076633,52,85.4,23,43.9,46.6,135,10,4.5,17.5,7
2,53,1,166.5,69.3,24.9979709439169,21.8,83.9,44,47,38.1,210,45,18,10.28,7
2,53,1,167.6,65.4,23.2825057957063,27.1,85.6,33,35.5,31.4,175,33,6.5,12.29,7
2,53,2,151.3,74,32.3261410581744,35.1,74.5,10,21.4,21.2,138,10,21.7,13.79,7
2,53,2,153.1,66.1,28.200127903152,39.7,93.6,22,13.9,13.8,95,8,20.9,18.45,7
2,53,2,161.2,61.3,23.590133551712,38.9,93.4,17,27.8,25.4,112,13,6.6,15.28,7
2,54,1,166.3,69,24.9496577377024,20.4,85.1,37,39.1,32.6,225,40,19,11.19,7
2,54,2,146.2,54.3,25.4041743315848,42.8,85,3,13,13.1,112,10,17.3,15.56,7
2,54,2,159.4,51.2,20.1508479886148,27.9,67.2,24,18.2,17.6,142,40,21.7,13.25,7
2,54,2,161.2,61.4,23.6286166407034,33.7,85.5,9,22.6,19.4,102,9,8,15.97,7
2,55,1,158.8,65.1,25.8154673908216,30.4,83.6,27,39.3,35.9,186,19,4.4,12.69,8
2,55,1,162.7,53.9,20.3616824113974,20.9,70.6,31,38.7,39.9,210,30,21,11.53,8
2,55,1,165.8,61.3,22.2993098490922,22.2,82.7,49,40.9,35.8,191,42,1.7,11.35,8
2,55,1,167.6,61.3,21.8228991632538,17.7,83.1,48,47,41.4,210,45,20,11.34,8
2,55,2,147.5,58.7,26.9807526572824,40,79.8,5,16.5,13.9,106,8,21.4,18.03,8
2,55,2,151.2,46.9,20.5148932000784,39.4,75.5,0,15.6,12.8,106,11,24.2,13.94,8
2,55,2,152.4,65.2,28.072278366779,40.9,88,19,35.6,29.7,145,15,15,14.72,8
2,55,2,153.9,54.8,23.1368014047585,37.4,76.8,26,17.6,16.8,129,15,12.7,15.47,8
2,55,2,158.2,63.1,25.2125284290237,33.5,75.1,16,34.3,31.1,140,18,22,13.87,8
2,56,1,165.7,66.8,24.3294026293966,27.4,77.5,25,43.8,36.3,180,23,1,13.12,8
2,56,1,171.2,75.1,25.6231439427024,23.1,89.1,25,34.6,33.2,181,42,17.6,12.21,8
2,57,2,154.3,59,24.7810759943197,40.6,86.8,9,18.3,20.1,108,8,19.5,15.82,8
2,58,1,156,60.1,24.6959237343853,27.2,78,32,34.7,27.6,165,30,17,14.21,8
2,58,1,170.2,70.1,24.1990828513079,25.7,87.1,26,47.3,46.5,171,20,-6,13,8
2,58,2,152.5,74.6,32.0773985487772,48.8,104.4,15,20.2,20.3,127,8,12.9,14.78,8
2,58,2,153.4,51.5,21.8855018536808,42.5,83.3,11,15.3,13.7,123,15,10.1,14.8,8
2,58,2,153.7,50.9,21.5461682743043,35.1,69.6,27,20.5,21,137,9,18.3,15.9,8
2,59,1,166,70.4,25.5479750326608,22.5,68.2,28,42.8,41.5,190,27,13,12.63,8
2,59,1,173,76.3,25.4936683484246,29,83.7,25,41,37.6,170,37,8,12.47,8
2,59,2,151.8,46.4,20.1360572558373,34.4,74,10,19.3,16.6,108,11,10.6,16.28,8
2,60,1,170.5,70.52,24.2584773092767,25.9,90.7,31,37.2,35,205,18,16.1,12.71,9
2,60,2,151.4,58.8,25.6522566133088,42,86.5,11,16.2,13,101,11,12.9,14.56,9
2,61,1,164.4,75,27.7496581242119,33.3,98.4,16,31.4,25.6,162,9,7.3,14.4,9
2,61,1,171.9,76,25.719459580008,26.7,90.9,31,40,33.9,196,31,13.7,13.72,9
2,61,2,155,60.3,25.098855359001,33.7,86.5,11,21.7,21,133,9,14.9,14.63,9
2,62,1,167.7,58.3,20.7301492819652,23.8,76.5,17,34,31.8,164,24,0.1,14.78,9
2,62,1,169.3,72.5,25.2943830071986,18.7,87,37,47.4,43.8,185,24,-0.2,13.42,9
2,63,1,170.4,67,23.0746765412506,23.2,87,29,39.9,37.6,176,17,24.1,13.35,9
2,63,2,158,54.7,21.9115526357955,26.9,75,26,25,23.8,134,12,25,14,9
2,63,2,163.1,68.8,25.863096256204,46,95.4,2,19.3,19.2,62,9,9.5,18.06,9
2,64,2,143.4,60.7,29.5182351693967,42.4,94.2,6,18.8,18.5,99,7,14.6,16.84,9
2,64,2,152.4,52.3,22.5181005917567,35.4,79.2,0,20.8,17.5,96,9,12.7,16.62,9
3,19,1,166.3,74.8,27.0468753446397,27.4,86.8,33,37.6,35,182,32,17.9,11.22,1
3,19,1,166.6,61.6,22.1937514501599,20.7,72.3,35,36.7,34.1,210,61,9,10.31,1
3,19,1,167.4,65.3,23.3024869784418,24.6,82,45,32.3,31.8,195,38,19.4,10.81,1
3,19,1,172.9,77.3,25.8576770707299,25,85,46,44.6,34.1,190,31,-5.5,9.84,1
3,19,1,174.8,77.5,25.3640643245762,20.6,81,52,46.6,44.6,220,62,14.1,9.8,1
3,19,1,176.6,94.1,30.1722866424946,33.9,98.5,34,35.5,35.6,184,16,5.7,10.86,1
3,19,1,179.2,60.9,18.9644949776786,9.7,82,47,31.6,30.8,209,56,6.3,10.13,1
3,19,2,156.1,64.1,26.3058429750472,33.4,82,42,31.2,24.4,183,27,21.9,11.32,1
3,19,2,158.7,53.2,21.1231060177426,29.7,69.3,28,17.4,23,166,19,17,16.31,1
3,19,2,163,62.5,23.523655387858,33.8,77,35,27.1,26.5,121,18,20.3,13.33,1
3,19,2,164.5,59,21.8031984183443,34,79.9,23,23.7,21.7,111,15,-1.7,15.81,1
3,19,2,164.8,69,25.4059053633707,34.3,82,35,30.9,23.9,127,21,6.9,12.97,1
3,19,2,166.9,68.1,24.4474990854625,36.1,80.4,20,29.4,21.5,138,21,12.5,13.44,1
3,20,1,159.1,42.3,16.7109064540839,7.4,70,31,42.4,38,208,40,9.7,12.06,1
3,20,1,160.4,87.8,34.1260315545301,34.1,98.5,16,41.1,37.7,181,15,7,12.55,1
3,20,1,168.4,59.1,20.8402683352046,23,73.1,40,34.1,28.5,195,36,-4.7,10.81,1
3,20,1,170.6,71.2,24.4636886019827,21.2,87.2,50,45.9,38.3,196,36,8.5,11,1
3,20,1,171.9,69.3,23.4520861696652,25.1,80,50,34.4,34.3,187,37,0,10.53,1
3,20,1,174.4,67.6,22.2256123221951,12.5,75.2,68,51.5,47.6,248,79,27.8,9.37,1
3,20,1,175.5,67.7,21.9803410686602,17.1,76,38,44.6,43.9,201,77,18,10.85,1
3,20,1,181.8,75.8,22.9340865879767,15.1,81,45,34.9,28.1,250,66,25.9,9.37,1
3,20,1,182.1,70.2,21.1698226891646,11.1,76.8,60,43.5,42.1,243,37,3.7,9.93,1
3,20,1,184.2,72.1,21.2498570571335,11,80.6,66,48.3,41,259,70,18.9,9.72,1
3,20,2,152.8,46.5,19.9161892491982,32.3,69,35,19.1,18.7,109,23,20.3,13.27,1
3,20,2,156.7,48.6,19.7923916580363,30.6,72.2,10,26.3,25.8,145,17,12,13.8,1
3,20,2,158.9,74.5,29.5058736491162,38.8,87,27,27,25.7,125,12,6.9,14.18,1
3,20,2,160.2,53,20.6514640719076,31.3,68.2,16,30,26.8,101,15,-9.5,14.83,1
3,20,2,162,70.6,26.9013869836915,35.7,85,44,24.1,20.5,150,61,22,13.46,1
3,20,2,164.2,65.4,24.2566846823858,37.7,87.2,38,29.8,27.6,143,26,19,12.89,1
3,20,2,165.3,65.7,24.044716585255,36.6,75.5,0,20.3,18,115,11,5.3,15.94,1
3,20,2,166,62.4,22.6447960516766,26.5,72.6,50,24.1,22.3,203,49,34.1,11.35,1
3,20,2,167.3,72.4,25.8670369987949,37.5,87.6,33,31.1,26.8,166,2,25.7,13.66,1
3,20,2,168.8,53.7,18.8464432514993,24.2,74.6,31,25.6,25.3,164,25,17,12.84,1
3,21,1,166.4,70.2,25.3530649038461,20.5,82.3,68,39.2,29.6,234,69,25,8.91,1
3,21,1,170,77.6,26.8512110726644,20.8,81.3,56,51.6,51.2,240,76,6.5,10.13,1
3,21,1,173.4,67.3,22.3829269817704,22.4,76,35,40.8,36.3,207,72,16.5,10.12,1
3,21,1,174.4,69.3,22.7845404427237,21.7,75,53,45.6,33.9,210,75,2.5,10.34,1
3,21,1,176.5,66.6,21.378873115104,16.2,75,42,45.9,42.3,201,70,8,10.53,1
3,21,1,179.8,85.2,26.3548300484657,19.6,92.5,55,43.4,42.9,231,63,-0.9,11.82,1
3,21,1,179.9,69,21.3199785811462,17.2,74.2,40,42.7,33.6,240,44,5,9.75,1
3,21,1,180.1,78.5,24.201497039864,21.3,82.9,32,38.8,40.1,229,55,24.7,9.57,1
3,21,1,181.5,70.9,21.5225128823927,14.9,75,40,45.1,38.8,210,70,-4,11.62,1
3,21,1,182.5,85.8,25.7609307562394,21.4,83,57,54.6,50.3,225,61,8,9.91,1
3,21,2,152.1,54.3,23.471530071439,37.2,76,13,19,16.4,146,21,12.1,12.69,1
3,21,2,155.7,51.5,21.2436923764844,27.3,72.5,32,23.1,17.8,173,27,12.6,11.63,1
3,21,2,157.3,47.5,19.197123745468,28.8,70.8,20,20.3,15.5,124,12,7.8,14.5,1
3,21,2,159.1,54.9,21.688623270194,34,77,24,20.8,17.8,120,18,22.6,12.93,1
3,21,2,159.1,60.1,23.7429190990649,34.9,82.1,43,26.5,22.4,198,30,27.2,11.5,1
3,21,2,160,53,20.703125,27,68.5,45,21.5,18.2,158,43,23,11.87,1
3,21,2,162,48.4,18.4423106233806,27.6,69,16,19.7,18.6,142,18,4.5,13.27,1
3,21,2,163.4,66,24.7195084862822,33.1,73.5,35,22.4,19.2,147,21,18.2,13.26,1
3,21,2,163.4,66,24.7195084862822,33.1,74,35,22.4,19.2,147,21,18.2,13.26,1
3,21,2,167.8,77.6,27.5599108422678,42.1,91,23,20.3,16.8,139,16,-3.3,12.73,1
3,21,2,168,65,23.0300453514739,35.6,88,30,31.2,30.1,149,20,27,13.84,1
3,22,1,162.5,82.2,31.1289940828402,31.7,95,42,30.9,27.5,195,42,9.2,10.9,1
3,22,1,167.4,60.2,21.4825377657304,19.7,74.2,53,39.9,34.9,218,61,10,9.66,1
3,22,1,169.8,74.6,25.8739929606091,28.8,93,37,39.1,36.7,205,49,4,11.03,1
3,22,1,170.9,62.9,21.536073265105,25.2,78,24,27.6,27.1,184,42,-11.4,13.94,1
3,22,1,172.2,75.4,25.4275813041854,20.5,81,47,44.3,42.6,210,56,7,10,1
3,22,1,172.5,70.9,23.8269271161521,12.7,73,55,54.1,54.1,260,54,11,10.03,1
3,22,1,174.2,65.9,21.7164640455762,13.4,74,33,36.2,34.8,185,54,13,10.59,1
3,22,1,174.5,78.8,25.8782768614379,19.7,80,50,55.2,47.1,225,52,7.6,10.63,1
3,22,1,175.8,85,27.5030706369452,21.6,90,51,43.5,40.9,239,40,22.9,10,1
3,22,1,175.8,92.2,29.8327425026629,29.6,95,40,42.2,34.2,191,25,-5.2,11.29,1
3,22,1,177.3,77.7,24.7174433574495,22.7,89,62,48,36.8,230,100,-1.2,10.81,1
3,22,1,178.4,77,24.1936294717368,17.1,80.5,60,40.2,28,242,53,20.7,10.07,1
3,22,1,178.6,70.8,22.1957767832175,20.7,73.9,47,29.5,34.7,212,5,-4,13,1
3,22,1,181.5,68.4,20.7636090430981,7.7,76.5,59,40,38,248,108,14.9,9.89,1
3,22,2,156.6,59.5,24.262382786186,37.9,77.9,35,29,24.1,141,13,14.9,13.5,1
3,22,2,157,55.5,22.5161264148647,33.3,82,23,20.8,20,120,16,6.6,18.19,1
3,22,2,158.9,43.5,17.2282617951215,22.7,65,19,26.4,19,169,45,-8.3,12.13,1
3,22,2,159,73.3,28.9941062457972,37.2,87.8,17,13.1,10.8,64,3,19.5,19.5,1
3,22,2,159.7,49.4,19.369442312978,15.1,64,41,26.5,24.3,203,51,11.8,12.95,1
3,22,2,160.5,53.7,20.846070981454,32.5,69.8,22,28.2,26.1,126,15,7,16.02,1
3,22,2,163.9,62.9,23.4149232351607,25,70.4,35,29.1,22.9,186,23,20.5,12.62,1
3,22,2,165.6,73.5,26.801967373801,32.6,85,55,36.6,28,182,48,16.7,12.13,1
3,22,2,169.8,72.9,25.28437113711,40.4,93.4,18,35.5,31.1,111,11,12.2,15.31,1
3,22,2,172,98.7,33.3626284478096,45.1,82,18,36.1,30.3,152,15,15.2,13.13,1
3,23,1,169.6,75.2,26.1436454254183,10.4,77.9,66,46.5,41.5,239,50,20.1,9.93,1
3,23,1,169.7,56.9,19.758254800926,12.8,69,55,39.7,37.7,224,51,21.1,10.1,1
3,23,1,173.6,82.7,27.441387585211,27.7,86.5,49,36.3,31.2,190,32,22.9,10.62,1
3,23,1,181.3,73,22.2089103973904,8.7,76.2,47,36.5,42.5,245,40,14.2,9.91,1
3,23,1,181.3,87.2,26.5289998171568,20.2,93.2,47,40.3,38,200,48,-6.5,10.74,1
3,23,2,158.9,50.2,19.8818101635655,33.1,74,31,20.7,16.3,130,20,-2.4,14.78,1
3,23,2,159.8,51.4,20.1284145858167,24.8,68.9,22,28,27.9,135,18,17.8,15.66,1
3,23,2,160.9,57.3,22.1331146545554,31.8,70,21,26.4,22.5,160,20,17.4,12.75,1
3,23,2,161.5,50.5,19.3618265295364,24.3,65,46,21.8,22.6,164,44,21.5,11.59,1
3,23,2,164.4,55.4,20.4977474677512,12.8,69,36,28.7,31.7,163,29,8.8,11.37,1
3,23,2,179.7,68.4,21.18165779917,38.5,89,29,26.5,23.2,127,17,-10.5,12.6,1
3,24,1,170.2,73.6,25.4073109537269,34.1,89.5,18,24.2,23.6,131,19,-10.8,13.56,1
3,24,1,174.2,74.2,24.4516180907702,21.8,84.5,56,35.4,35.3,217,29,21.4,10.34,1
3,24,2,161.8,55.2,21.0854096604791,24.1,71.5,34,25.2,22.9,149,39,24.9,14.12,1
3,24,2,162.4,58.5,22.1811376155694,35.4,80.6,11,23.7,23.5,123,8,16.4,14.31,1
3,24,2,163.3,53.4,20.0248322920296,23.6,73.6,32,24.6,24.5,144,19,27.6,13,1
3,24,2,166.2,88.2,31.9305608049108,39.8,102.5,32,31.6,27.7,155,25,16.8,15.4,1
3,24,2,173.2,64.4,21.4679261183323,28.8,74.6,44,27.1,26.8,153,30,-0.1,12.63,1
3,25,1,163.6,85.8,32.0568384933136,39.7,107.8,31,42.7,40.4,173,20,-8.3,13.43,2
3,25,1,165,61.5,22.5895316804408,16.2,75.2,54,46.1,42.3,245,44,20.1,9.37,2
3,25,1,169.1,58.8,20.563172128089,20.3,80.6,49,33.2,33.8,193,34,14.3,10.98,2
3,25,1,170.1,62.9,21.739122921434,11.6,72,60,47.9,46.1,232,68,25.6,9.94,2
3,25,1,171.1,76.2,26.0288482986117,26.4,81,44,40.1,36.8,207,41,-6,11.35,2
3,25,1,171.5,67.3,22.8816224532295,20.2,80.8,39,45,41,219,25,9,11.64,2
3,25,1,171.5,81.6,27.7435422315532,20,91,49,43.7,40.1,248,52,15.9,9.13,2
3,25,1,174,80.4,26.5556876734047,23.1,91.8,45,59.2,51.2,226,20,3.3,11.44,2
3,25,1,175,69,22.530612244898,13.5,76.6,52,45.8,49.6,238,70,5,8.89,2
3,25,1,175.5,78,25.3244697689142,22.1,86,40,35.3,30.9,208,22,-9.7,10.65,2
3,25,1,175.5,92.4,29.999756495483,24.5,90,40,42.2,41.8,237,15,23.8,9.71,2
3,25,1,175.7,68.1,22.0599025153148,16.7,90.2,67,42.7,45.4,245,80,18.9,9.31,2
3,25,1,176.3,72.9,23.4543231079134,12.8,78.3,44,49.6,49.9,261,52,5.8,9.47,2
3,25,1,176.6,74.1,23.7594733284681,23.7,79.5,48,28.9,32.8,234,37,11.7,9.4,2
3,25,1,177.9,64.5,20.3801707573935,16.6,76.5,54,40,42.4,240,30,1.8,10.5,2
3,25,1,178,82.5,26.0383789925514,28.5,97.8,46,43.2,47.1,176,28,8.6,11.31,2
3,25,1,178.8,72.1,22.5527879124564,17.8,84.5,50,38.6,36.2,223,24,9.4,10.78,2
3,25,1,180,95,29.320987654321,33.2,98,43,54.2,53.1,205,40,3.3,10.75,2
3,25,1,180.1,83.4,25.7121637340721,12.2,82,52,55.8,45.5,244,48,15.2,10.9,2
3,25,1,181.1,66.9,20.398076543706,16,82.6,42,47.8,44.3,207,23,-5.6,11.4,2
3,25,1,185.3,81.7,23.7942060380201,18.2,90.4,48,42,43.4,205,30,12.6,11.57,2
3,25,2,156,53.9,22.1482577251808,33.2,77.2,33,21.3,18.9,158,19,15.8,13.17,2
3,25,2,156.9,47.8,19.4169945823335,23.7,68.9,17,22.1,27.3,137,20,29.5,12.77,2
3,25,2,159.9,54.2,21.1983646752328,26.2,67,29,21.4,23,157,32,28.7,12.55,2
3,25,2,160.5,55.5,21.5448219640726,37,74.3,37,22.6,20.3,126,18,2.8,13.97,2
3,25,2,162.1,48.4,18.4195634030676,27.2,73,33,23.1,21.2,165,29,24.9,11.03,2
3,25,2,163,56.7,21.3406601678648,23.5,70.9,26,23.3,24.6,144,30,22.1,13.37,2
3,25,2,163.9,55.8,20.7719032833381,27.9,72,31,25.6,25.7,148,16,20.5,13.34,2
3,25,2,164.1,50.5,18.7531495079062,20.1,72.1,50,32.1,33.5,210.5,62,25.7,9.8,2
3,25,2,164.2,60.1,22.2909288900824,34.3,76,40,26.5,25.1,148,9,5.5,12.61,2
3,25,2,165.1,50.1,18.3799184166416,24,69.6,35,22.3,21.8,154,28,18.1,12.44,2
3,25,2,167.6,91,32.4,46.4,107.4,22,28.1,28.5,136,8,18.1,15.28,2
3,25,2,175.5,56.7,18.4,28.7,77.9,22,23.8,19.4,126,25,22.6,13.06,2
3,25,2,175.5,56.7,18.4089414858646,28.7,71,22,23.8,19.4,126,25,22.6,13.06,2
3,26,1,166.3,60.5,21.8761491758116,20.3,72,40,43.1,38.3,210,37,9.4,11.05,2
3,26,1,177.3,72.1,22.9360059983541,17.3,82,61,48.1,44.8,233,42,13.7,9.59,2
3,26,1,177.5,90.8,28.8196786351914,20.7,90.8,60,58.2,53.5,258,51,20.6,8.5,2
3,26,1,179.5,75.6,23.4635050938463,21.3,87.9,36,46.5,33.5,215,40,6.9,11.15,2
3,26,1,180,73,22.5308641975309,18.1,82,60,43.2,45.3,240,68,18.2,9.52,2
3,26,2,154.8,62.1,25.9149089597981,39.9,87,27,27,26.6,126,22,17.3,13.5,2
3,26,2,158.6,45.1,17.9295824593821,26,63.5,34,23.6,23.1,135,31,11.5,12.5,2
3,26,2,158.9,45.6,18.0599709852308,21.7,60.5,55,27.4,25.5,170,36,24.3,11.28,2
3,26,2,159.5,45.6,17.924352158489,22.7,63.3,37,18.4,14.9,177,15,6.7,12.66,2
3,26,2,159.7,53.6,21.0162370035551,23.6,74.2,34,20.7,20.4,159,32,19.6,12.02,2
3,26,2,159.9,52.06,20.4,25.5,71.4,44,25.1,26.6,156,32,18.6,12.28,2
3,26,2,161.7,50.5,19.3,21,69.5,29,26.8,26.2,155,16,22.9,12.5,2
3,26,2,161.7,50.5,19.3139604748404,21,69.5,29,26.8,26.2,155,16,22.9,12.5,2
3,26,2,163.9,51.4,19.1339754258705,25.9,73.2,27,23.2,20.6,144,13,10.6,12.51,2
3,26,2,165.5,51.5,18.8023110413377,16.6,64.5,45,29,28.4,201,55,24.3,10.87,2
3,26,2,165.7,66.5,24.2201388451328,31.3,83.5,21,18.4,17.4,115,11,10.1,14.56,2
3,27,1,163.7,58.6,21.8675564946083,22.2,80,33,36.1,32.3,202,31,5.5,10.91,2
3,27,1,166,58,21.0480476121353,11,73.5,46,37.5,37.8,226,50,3.6,11.17,2
3,27,1,166.2,65.3,23.6401997795995,22.6,80.2,38,47.6,40.9,203,50,29.5,10.84,2
3,27,1,166.2,65.3,23.6401997795995,22.6,81,38,47.6,40.9,203,50,29.5,10.84,2
3,27,1,171.9,79.5,26.9039083764557,20.5,89,48,51.1,49,240,25,5.5,9.31,2
