"주택의종류","전용면적","입주형태","연령","혼인상태","주된활동상태","직업","연간소득","연간경상소득","가중치(weight)"
1,24,2,33,2,2,7,2389,2358,1087
1,24,2,33,4,3,5,2816,2620,4023
1,24,2,34,2,1,1,3932,3233,2781
1,24,2,37,2,1,8,2274,2107,1051
1,24,2,40,1,1,9,1309,1285,1716
1,24,2,41,2,3,8,2645,2599,4023
1,24,2,43,2,4,,1976,1927,1683
1,24,2,45,2,1,4,4075,3881,1051
1,24,2,47,2,3,5,1648,1619,1210
1,24,2,48,2,2,7,3062,3062,2781
1,24,2,51,2,1,7,2744,2744,1683
1,24,2,62,2,6,,2119,1918,1210
1,24,2,64,2,1,9,1074,1013,1051
1,24,3,48,2,3,2,2602,2569,915
1,24,4,49,2,3,8,686,686,1087
1,24,5,35,2,3,5,3532,3417,2781
1,24,5,36,2,1,2,8553,7515,1051
1,24,5,37,2,1,3,4247,4160,915
1,24,5,42,2,3,2,2346,2319,1087
1,24,5,44,4,4,,1542,1501,3755
1,24,5,69,2,3,4,4126,2915,1087
1,25,1,27,1,1,3,3285,3260,1051
1,25,1,29,1,3,6,2756,2720,944
1,25,1,29,2,1,5,1440,1384,1051
1,25,1,33,2,1,1,8136,7724,1051
1,25,1,33,3,1,3,2227,2091,1051
1,25,1,35,1,1,2,3006,2812,1051
1,25,1,35,1,3,5,2124,2080,3755
1,25,1,35,2,1,0,8063,6715,1051
1,25,1,35,2,3,6,6157,6123,980
1,25,1,36,2,3,8,4722,4640,980
1,25,1,36,4,6,,1217,1141,2781
1,25,1,39,2,1,8,2389,2388,1210
1,25,1,39,2,1,8,3420,3131,980
1,25,1,39,2,3,6,3388,3009,980
1,25,1,40,2,1,0,3037,3000,1051
1,25,1,40,2,1,4,5189,4999,1087
1,25,1,40,2,1,8,4875,4714,1051
1,25,1,40,2,1,9,3485,3237,1087
1,25,1,40,2,3,5,6084,5948,1087
1,25,1,40,2,3,7,2409,2319,980
1,25,1,40,2,6,,1102,1030,1087
1,25,1,40,2,6,,212,134,1051
1,25,1,41,2,1,7,2658,2540,1087
1,25,1,41,2,3,6,1077,863,980
1,25,1,41,2,3,6,1467,1456,980
1,25,1,41,2,3,8,4104,4090,1087
1,25,1,42,2,1,8,3440,3234,1051
1,25,1,42,2,1,8,5338,5337,1295
1,25,1,42,2,1,8,5473,4703,1087
1,25,1,43,2,1,3,6019,5999,1295
1,25,1,43,2,1,8,2671,2605,1716
1,25,1,43,2,3,5,4361,4291,4023
1,25,1,43,2,3,6,5422,5395,980
1,25,1,44,1,6,,588,479,4949
1,25,1,44,2,1,8,5312,5146,1295
1,25,1,44,2,2,4,2967,2828,1051
1,25,1,44,2,3,4,4069,3863,1716
1,25,1,44,2,3,6,1650,1296,980
1,25,1,44,2,3,6,3170,2226,980
1,25,1,44,4,1,4,2607,2367,4023
1,25,1,45,2,1,1,8447,8417,1051
1,25,1,45,2,1,9,5198,5134,3755
1,25,1,45,2,3,5,1908,1859,1051
1,25,1,45,2,3,5,2795,2746,1716
1,25,1,45,2,3,7,3438,3217,1051
1,25,1,45,2,6,,1478,1460,1051
1,25,1,46,2,1,8,3762,3740,1051
1,25,1,46,2,3,6,4304,4201,980
1,25,1,46,2,3,7,2207,2166,1051
1,25,1,47,2,1,2,5593,5558,1184
1,25,1,47,2,1,3,4200,4166,1087
1,25,1,47,2,1,8,6756,6673,1087
1,25,1,47,2,1,8,7871,7846,1087
1,25,1,47,2,3,5,3645,3139,1087
1,25,1,47,2,3,5,6802,3136,1051
1,25,1,47,2,3,6,2094,1951,980
1,25,1,47,2,3,8,1266,1124,1087
1,25,1,47,2,6,,1855,1480,1087
1,25,1,48,1,1,3,4899,4335,2781
1,25,1,48,2,1,7,4282,4226,1051
1,25,1,48,2,2,4,1798,1656,1087
1,25,1,48,2,2,7,4493,4432,2781
1,25,1,48,2,3,5,2742,2742,1210
1,25,1,48,2,3,6,2715,2561,980
1,25,1,48,4,2,1,3101,3036,915
1,25,1,49,2,1,3,3562,3520,1051
1,25,1,49,2,1,3,4878,4817,980
1,25,1,49,2,1,9,4782,4608,1184
1,25,1,49,2,2,0,3079,2991,1087
1,25,1,49,2,2,2,8628,8451,1051
1,25,1,49,2,3,2,3508,3463,1716
1,25,1,49,2,3,4,2901,2798,1051
1,25,1,49,2,3,6,3273,3228,980
1,25,1,49,2,3,6,4222,4128,980
1,25,1,49,2,3,6,7619,7333,980
1,25,1,50,2,1,3,3526,3432,1051
1,25,1,50,2,1,7,2260,2203,980
1,25,1,50,2,1,7,2647,2604,1210
1,25,1,50,2,1,7,5835,4033,1051
1,25,1,50,2,1,9,2188,2162,1087
1,25,1,50,2,2,7,4488,4488,1716
1,25,1,50,2,3,4,2476,2466,915
1,25,1,50,2,3,7,3262,3216,1716
1,25,1,50,2,3,8,3090,3027,4023
1,25,1,50,4,1,9,3495,3447,980
1,25,1,51,2,1,0,9148,8778,1051
1,25,1,51,2,1,1,6239,5741,980
1,25,1,51,2,1,2,4533,4259,1087
1,25,1,51,2,1,2,8930,8677,1051
1,25,1,51,2,1,3,4359,3847,980
1,25,1,51,2,1,3,6091,5778,980
1,25,1,51,2,1,7,1952,1903,1051
1,25,1,51,2,1,7,720,555,1051
1,25,1,51,2,1,8,2191,2054,1087
1,25,1,51,2,1,8,2931,2867,2781
1,25,1,51,2,1,9,3191,3085,1051
1,25,1,51,2,2,5,5986,5917,1910
1,25,1,51,2,3,6,12668,6540,980
1,25,1,51,2,3,6,2867,2637,944
1,25,1,51,2,3,6,5028,4979,980
1,25,1,51,2,3,6,5598,4921,1184
1,25,1,51,4,1,1,3259,3243,1051
1,25,1,52,2,1,4,11843,11206,1087
1,25,1,52,2,1,4,6818,6202,915
1,25,1,52,2,3,6,3424,3277,980
1,25,1,52,2,3,8,3309,3284,1087
1,25,1,52,2,4,,4231,4081,2749
1,25,1,52,2,4,,7138,4342,1716
1,25,1,52,3,1,7,2078,1817,1087
1,25,1,53,2,1,3,4579,4299,1051
1,25,1,53,2,1,3,4642,4359,1051
1,25,1,53,2,1,7,1517,1501,1051
1,25,1,53,2,2,2,9101,8533,1051
1,25,1,53,2,3,6,3092,2914,980
1,25,1,53,2,3,6,4632,4602,980
1,25,1,53,2,3,7,2596,2539,1051
1,25,1,53,2,3,8,4869,4792,1051
1,25,1,53,2,4,,1900,1817,1051
1,25,1,53,4,3,5,2758,2722,1051
1,25,1,54,2,2,5,3385,3375,1051
1,25,1,54,2,3,6,5192,3417,980
1,25,1,54,2,3,6,6190,4020,1467
1,25,1,54,2,3,6,6505,3365,980
1,25,1,54,2,3,6,6575,6486,944
1,25,1,54,2,3,6,7983,7947,980
1,25,1,54,3,3,6,1575,1529,980
1,25,1,55,2,1,8,2457,2359,1910
1,25,1,55,2,1,8,3288,3257,1051
1,25,1,55,2,3,6,3018,2165,980
1,25,1,55,2,3,6,785,469,980
1,25,1,55,2,3,6,8725,6092,980
1,25,1,55,2,3,6,9993,1517,980
1,25,1,55,2,3,8,1324,1288,1051
1,25,1,55,2,6,,2450,2170,1716
1,25,1,55,4,4,,2116,2071,3629
1,25,1,56,2,1,7,2569,2499,1051
1,25,1,56,2,3,5,1292,1240,1051
1,25,1,56,2,3,5,6923,6452,944
1,25,1,56,2,6,,1876,1851,1051
1,25,1,57,2,1,0,10391,7702,980
1,25,1,57,2,1,4,2105,1917,1051
1,25,1,57,2,1,7,1460,1190,1051
1,25,1,57,2,1,7,6682,6374,1295
1,25,1,57,2,1,9,3440,2571,1051
1,25,1,57,2,3,6,1357,1328,980
1,25,1,57,2,3,6,1963,1688,980
1,25,1,57,2,3,6,525,481,980
1,25,1,57,2,3,6,6622,4116,980
1,25,1,57,2,6,,4787,4338,1295
1,25,1,57,2,6,,5839,3765,2781
1,25,1,57,4,4,,1526,1437,1087
1,25,1,58,2,1,7,1206,1146,1051
1,25,1,58,2,1,9,1726,1726,1051
1,25,1,58,2,2,0,4355,4325,2781
1,25,1,59,2,1,7,3069,2993,2781
1,25,1,59,2,1,9,5315,4926,1051
1,25,1,59,2,3,5,714,711,1051
1,25,1,59,2,3,6,7821,5251,980
1,25,1,59,2,6,,2268,1981,1910
1,25,1,60,2,1,6,1939,1869,1087
1,25,1,60,2,1,7,3216,2329,1413
1,25,1,60,2,1,7,4484,3804,1051
1,25,1,60,2,3,6,3198,3123,1184
1,25,1,60,2,3,6,3834,3374,980
1,25,1,60,2,3,6,4070,2061,980
1,25,1,60,2,3,6,6836,6078,980
1,25,1,61,2,3,3,3388,3295,1051
1,25,1,61,2,3,6,4660,4545,980
1,25,1,61,2,6,,763,634,1087
1,25,1,61,3,1,9,3410,3226,3755
1,25,1,62,2,1,6,1072,744,1087
1,25,1,62,2,1,9,4015,3933,4023
1,25,1,62,2,3,6,3081,2834,1184
1,25,1,62,2,3,6,4440,4281,1139
1,25,1,62,2,6,,3187,2948,1051
1,25,1,63,2,1,9,3683,3568,2781
1,25,1,63,2,1,9,6506,6219,1295
1,25,1,63,2,3,6,1141,629,944
1,25,1,63,2,3,6,2338,2306,980
1,25,1,63,2,6,,3152,3084,1051
1,25,1,63,2,6,,3355,3282,1051
1,25,1,64,2,1,9,1317,1303,1051
1,25,1,64,2,1,9,2365,2281,1051
1,25,1,64,2,1,9,2646,2424,1087
1,25,1,64,2,2,0,2894,2602,1051
1,25,1,64,2,3,4,6212,6082,1051
1,25,1,64,2,3,6,1384,1224,980
1,25,1,64,2,3,6,1916,1711,980
1,25,1,64,2,3,6,3653,3259,980
1,25,1,64,2,3,6,3757,2011,944
1,25,1,64,2,3,6,5571,3298,980
1,25,1,64,2,3,6,6682,5486,980
1,25,1,64,2,4,,2452,2296,1210
1,25,1,64,2,6,,2842,2815,1683
1,25,1,64,3,3,6,7094,6340,980
1,25,1,65,2,3,4,2104,1968,1051
1,25,1,65,2,3,5,1606,1576,1087
1,25,1,65,2,3,6,2220,1045,3445
1,25,1,65,2,3,6,2770,2652,980
1,25,1,65,2,3,6,3207,1615,980
1,25,1,65,2,3,6,3487,2732,980
1,25,1,65,2,3,6,5257,4498,980
1,25,1,65,2,4,,1400,1284,1051
1,25,1,65,2,6,,612,484,1087
1,25,1,65,3,4,,5041,3016,8611
1,25,1,66,2,1,9,2712,2556,1139
1,25,1,66,2,3,4,600,545,1087
1,25,1,66,2,3,6,2806,2000,944
1,25,1,66,2,3,6,3456,3080,980
1,25,1,66,2,6,,3043,1144,1087
1,25,1,66,2,6,,569,467,1087
1,25,1,67,2,1,9,2221,2199,3445
1,25,1,67,2,3,6,1071,0,980
1,25,1,67,2,3,6,1074,858,980
1,25,1,67,2,3,6,2141,1992,980
1,25,1,67,2,3,6,2161,1943,980
1,25,1,67,2,3,6,2201,2075,980
1,25,1,67,2,3,6,2390,1084,980
1,25,1,67,2,3,6,70,0,980
1,25,1,67,3,3,4,1442,1362,3755
1,25,1,68,2,3,6,1111,748,799
1,25,1,68,2,3,6,1507,1378,980
1,25,1,68,2,3,6,20973,17372,944
1,25,1,68,2,3,6,2491,2458,980
1,25,1,68,2,3,6,3478,3407,980
1,25,1,68,2,3,6,5106,786,980
1,25,1,69,2,1,9,3163,3144,915
1,25,1,69,2,3,4,1492,1359,980
1,25,1,69,2,3,6,1437,1295,980
1,25,1,69,2,3,6,2211,1275,980
1,25,1,69,2,3,6,3113,2886,980
1,25,1,69,2,3,6,5193,5103,1184
1,25,1,69,2,3,6,669,657,980
1,25,1,69,2,6,,2613,2538,1716
1,25,1,69,2,6,,760,721,1413
1,25,1,69,2,6,,879,608,915
1,25,1,69,3,6,,1475,1019,3629
1,25,1,70,2,3,5,1869,1745,1210
1,25,1,70,2,3,6,1103,832,980
1,25,1,70,2,3,6,1193,926,980
1,25,1,70,2,3,6,1222,1111,980
1,25,1,70,2,3,6,4357,1964,980
1,25,1,70,2,3,6,7001,4244,980
1,25,1,70,2,3,6,727,564,980
1,25,1,70,2,6,,1201,1132,915
1,25,1,70,3,3,6,1917,1701,944
1,25,1,70,3,6,,1949,1170,1087
1,25,1,71,2,3,6,967,940,980
1,25,1,71,2,3,8,2060,1818,2781
1,25,1,71,2,6,,2814,1560,1087
1,25,1,71,2,6,,3227,2127,1051
1,25,1,71,3,3,6,1272,1229,980
1,25,1,71,3,6,,1373,1279,3755
1,25,1,72,2,3,1,3418,3119,980
1,25,1,72,2,3,6,1306,1118,980
1,25,1,72,2,3,6,1675,1417,980
1,25,1,72,2,3,6,2593,2378,980
1,25,1,72,2,3,6,3059,2968,944
1,25,1,72,3,3,5,1401,1132,3755
1,25,1,72,3,4,,619,610,3629
1,25,1,73,2,3,5,995,973,1087
1,25,1,73,2,3,6,1092,1067,1184
1,25,1,73,2,6,,1499,1412,1051
1,25,1,73,2,6,,2075,1601,1051
1,25,1,73,2,6,,627,602,1051
1,25,1,74,2,6,,1723,1654,1087
1,25,1,74,2,6,,652,537,1051
1,25,1,75,2,6,,2363,2269,915
1,25,1,75,3,1,9,1205,1167,3629
1,25,1,75,3,3,5,1685,1651,1683
1,25,1,75,3,6,,812,767,1087
1,25,1,76,2,6,,1893,1809,1716
1,25,1,76,3,3,6,2979,2876,1184
1,25,1,77,2,3,6,36,0,980
1,25,1,77,2,6,,3126,2480,1683
1,25,1,78,2,3,6,764,572,980
1,25,1,79,2,3,6,1152,704,980
1,25,1,79,2,6,,1942,1794,1051
1,25,1,80,2,3,6,3851,3093,980
1,25,1,80,2,6,,1583,1518,1087
1,25,1,80,2,6,,637,493,1087
1,25,1,81,2,6,,336,274,1087
1,25,1,90,2,6,,1959,1836,2781
1,25,2,26,2,3,5,2368,2297,1087
1,25,2,32,2,2,4,3393,3246,2781
1,25,2,34,2,3,5,2946,2827,4202
1,25,2,36,2,1,5,2641,2548,1051
1,25,2,36,2,1,7,2333,2233,1716
1,25,2,37,2,1,3,5090,4156,2781
1,25,2,37,2,1,4,4339,4245,2781
1,25,2,37,2,1,8,5170,4809,1051
1,25,2,39,2,3,8,3655,3289,1413
1,25,2,45,2,1,8,4131,3840,1087
1,25,2,45,2,2,7,2696,2622,1910
1,25,2,46,2,3,9,2860,2817,2781
1,25,2,47,2,3,8,2896,2834,1413
1,25,2,50,2,3,2,2756,2661,1087
1,25,2,51,2,1,1,10020,9967,915
1,25,2,51,2,1,9,2986,2906,1716
1,25,2,51,2,2,4,4178,4164,2781
1,25,2,54,2,6,,3531,3294,2781
1,25,2,55,2,1,7,2241,2170,1716
1,25,2,55,2,3,8,3462,3412,1716
1,25,2,56,2,1,9,4300,3886,2781
1,25,2,57,2,1,9,3805,3719,1413
1,25,2,64,2,1,9,1572,1463,1051
1,25,2,65,2,4,,1260,1257,1051
1,25,2,67,2,6,,274,262,1051
1,25,2,72,3,4,,985,958,1716
1,25,2,75,2,1,9,1806,1659,4949
1,25,3,32,2,1,3,4397,4255,1413
1,25,3,35,2,1,8,2452,2308,1413
1,25,3,35,2,4,,1161,1117,1413
1,25,3,37,2,6,,1662,1510,1716
1,25,3,40,2,2,2,3331,3312,2781
1,25,3,41,3,1,7,1925,1861,4023
1,25,3,52,4,1,9,3184,3111,1683
1,25,4,36,2,1,9,2029,1874,1210
1,25,4,47,2,1,5,4638,4543,1413
1,25,4,48,4,3,8,3671,3647,1716
1,25,4,50,2,2,4,2689,2476,1051
1,25,4,54,2,3,7,2705,2674,1087
1,25,4,57,2,4,,3035,2975,1051
1,25,5,21,1,1,4,268,197,1087
1,25,5,39,2,1,2,5499,5270,1051
1,25,5,40,2,1,5,5860,5700,915
1,25,5,41,2,1,6,6232,6040,2781
1,25,5,41,2,6,,3285,3077,1716
1,25,5,43,2,6,,795,604,3755
1,25,5,44,2,1,3,4816,4655,2781
1,25,5,47,2,1,7,6027,5865,4023
1,25,5,55,2,1,1,4851,4759,1210
1,25,5,61,2,1,0,5672,5550,3755
1,25,5,62,3,1,9,2281,2121,1087
1,25,5,64,2,3,6,2478,1189,980
1,25,5,67,2,1,9,959,662,4023
1,25,5,73,2,6,,230,185,1087
1,25,5,76,2,6,,1058,1026,1087
1,25,5,80,3,4,,2027,2017,4202
1,25,5,87,3,4,,629,576,3755
1,26,1,27,2,1,8,3736,3708,1683
1,26,1,34,2,3,3,2250,1018,1210
1,26,1,35,2,1,3,3020,2967,1683
1,26,1,36,1,1,7,5656,5629,4023
1,26,1,39,2,3,6,1042,845,980
1,26,1,41,2,1,8,2734,2714,4023
1,26,1,43,2,3,6,6758,5039,980
1,26,1,43,2,4,,3633,3370,1910
1,26,1,44,2,1,4,2345,2314,1210
1,26,1,44,2,3,5,2879,2869,1051
1,26,1,45,2,1,2,5622,5329,1683
1,26,1,45,2,2,2,2596,2529,915
1,26,1,45,2,2,5,3664,3598,1716
1,26,1,45,2,3,6,5056,4633,980
1,26,1,45,3,3,6,2254,2248,980
1,26,1,46,2,3,6,10783,10625,980
1,26,1,46,2,3,6,3085,2805,980
1,26,1,48,2,1,3,5001,4582,1683
1,26,1,48,2,3,6,16130,15865,980
1,26,1,48,2,3,6,4229,3981,1184
1,26,1,49,2,1,4,5807,5495,1051
1,26,1,52,2,3,6,2450,2366,944
1,26,1,52,3,1,9,3848,3791,1087
1,26,1,53,2,1,9,4718,4651,2781
1,26,1,53,3,3,5,2249,2105,1051
1,26,1,55,2,1,4,6325,5781,1051
1,26,1,55,2,3,5,1877,1800,1051
1,26,1,55,2,3,6,5009,3049,980
1,26,1,56,2,6,,4129,3972,1683
1,26,1,58,2,1,9,2088,1868,1087
1,26,1,58,2,3,6,1817,1769,944
1,26,1,58,2,3,6,2318,2054,980
1,26,1,59,2,3,6,1786,1533,980
1,26,1,59,2,3,6,1929,1843,980
1,26,1,59,2,3,6,4209,4193,980
1,26,1,59,2,3,8,1234,1204,944
1,26,1,60,3,1,9,1484,1352,1051
1,26,1,62,2,1,9,1872,1803,1683
1,26,1,62,2,1,9,3650,3511,1051
1,26,1,62,2,1,9,5991,4564,1683
1,26,1,62,2,6,,8351,8321,2781
1,26,1,63,2,1,9,2128,1487,1087
1,26,1,63,2,3,6,3930,3866,944
1,26,1,63,2,3,6,4537,2964,980
1,26,1,63,2,3,6,4991,4759,980
1,26,1,63,2,6,,1060,1025,1910
1,26,1,64,2,3,6,1190,1135,980
1,26,1,64,2,6,,5325,3084,1683
1,26,1,66,2,1,7,1973,1930,980
1,26,1,66,2,3,6,1783,1635,1184
1,26,1,66,2,3,6,1894,1834,980
1,26,1,66,2,3,6,4707,2471,980
1,26,1,67,2,3,6,3279,744,980
1,26,1,68,2,1,8,6414,6312,944
1,26,1,68,2,1,9,2574,2422,1413
1,26,1,68,2,6,,1602,1232,1051
1,26,1,75,2,3,6,1186,1075,980
1,26,1,79,2,6,,829,787,1413
1,26,1,79,3,6,,1062,1047,3629
1,26,2,38,2,4,,3426,3210,1051
1,26,2,42,2,3,1,3639,3600,1087
1,26,2,47,2,1,8,2582,2451,1210
1,26,5,38,2,1,8,1932,1920,1087
1,26,5,39,2,1,4,3844,3824,1683
1,26,5,41,2,3,8,2881,2796,980
1,26,5,64,2,1,1,3304,3232,2781
1,26,5,73,2,6,,1785,1785,1210
1,27,1,33,2,1,3,2817,2551,1910
1,27,1,34,2,3,6,1811,1689,980
1,27,1,35,1,1,8,3170,3122,2781
1,27,1,40,2,1,9,2221,2090,1413
1,27,1,41,2,2,8,3259,3056,1051
1,27,1,42,2,1,8,3523,3478,1210
1,27,1,43,2,3,7,3342,3278,1910
1,27,1,43,4,3,4,2880,2840,3629
1,27,1,44,2,1,7,2212,2193,980
1,27,1,44,2,1,8,3918,3740,1087
1,27,1,44,2,2,6,9423,9416,980
1,27,1,45,2,1,3,4599,4544,1087
1,27,1,45,2,1,7,2854,2821,1184
1,27,1,45,2,2,2,3921,3878,1051
1,27,1,45,3,1,7,2679,2490,915
1,27,1,45,3,1,9,1913,1830,980
1,27,1,46,2,3,7,3735,3717,1051
1,27,1,47,2,1,7,7384,5968,1051
1,27,1,48,2,1,3,5965,5937,1087
1,27,1,49,2,1,7,4752,4587,1413
1,27,1,49,2,1,8,4335,4221,980
1,27,1,49,2,2,5,4689,4506,1051
1,27,1,49,2,3,6,1452,1410,1184
1,27,1,50,2,3,5,1893,1885,1210
1,27,1,50,2,3,6,2882,2815,980
1,27,1,51,2,3,6,7102,6912,980
1,27,1,52,2,3,4,6366,5449,1716
1,27,1,52,2,3,6,3014,2751,944
1,27,1,53,2,3,6,5854,5224,1184
1,27,1,55,2,1,4,5889,5666,1051
1,27,1,55,2,1,8,5602,5313,1051
1,27,1,55,2,3,6,1806,1677,1467
1,27,1,55,2,3,6,20136,9287,980
1,27,1,55,2,3,6,5935,5708,980
1,27,1,56,2,3,4,1970,1914,1087
1,27,1,56,2,3,6,1747,1673,980
1,27,1,56,2,3,6,4933,4916,944
1,27,1,56,2,3,8,3385,3364,1051
1,27,1,57,2,1,7,1525,1523,1051
1,27,1,58,2,6,,6281,6097,915
1,27,1,58,3,4,,1480,1342,1051
1,27,1,59,2,1,3,3535,3535,980
1,27,1,59,2,1,9,4941,2960,980
1,27,1,59,2,3,6,2906,2826,980
1,27,1,59,2,3,6,3295,3252,980
1,27,1,59,2,4,,2376,2304,1051
1,27,1,60,2,3,3,2577,2542,1051
1,27,1,61,2,6,,2992,2971,4023
1,27,1,62,2,3,5,5754,5751,2781
1,27,1,62,2,3,6,4137,3972,980
1,27,1,62,3,3,5,1998,1922,1716
1,27,1,63,2,1,9,5426,3076,980
1,27,1,63,2,3,6,1263,424,944
1,27,1,63,2,3,6,1287,626,980
1,27,1,63,2,3,6,1866,1779,980
1,27,1,63,2,3,6,3305,2577,980
1,27,1,64,2,3,6,2420,2365,980
1,27,1,64,3,3,6,605,449,980
1,27,1,65,2,3,6,1812,1607,980
1,27,1,65,3,3,6,5293,726,980
1,27,1,66,2,3,6,3815,3659,980
1,27,1,66,2,3,6,967,913,980
1,27,1,67,2,6,,2769,2315,1087
1,27,1,68,2,4,,825,714,1716
1,27,1,68,3,4,,335,241,3755
1,27,1,69,2,3,6,1376,1232,1476
1,27,1,69,2,3,6,2509,2302,944
1,27,1,69,2,6,,1505,939,1087
1,27,1,69,2,6,,501,429,1910
1,27,1,70,2,3,6,1336,1323,980
1,27,1,72,2,3,6,3131,2779,980
1,27,1,74,2,6,,2211,2158,2781
1,27,1,75,2,1,7,4139,3904,2781
1,27,2,31,2,1,7,3264,3225,1051
1,27,2,33,2,3,5,2731,2679,1087
1,27,2,40,1,1,8,4077,4067,1051
1,27,2,44,2,2,5,3905,3890,1087
1,27,2,60,2,3,1,3470,3041,1051
1,28,1,38,2,1,1,3045,3028,1910
1,28,1,39,2,3,6,2378,2347,980
1,28,1,42,2,1,8,3779,3661,1087
1,28,1,43,2,1,3,4965,4939,915
1,28,1,43,2,3,6,5429,5361,980
1,28,1,44,2,1,9,3334,3308,4023
1,28,1,44,2,2,0,9556,9244,915
1,28,1,44,2,3,6,1272,1193,980
1,28,1,44,2,3,8,1908,1668,1051
1,28,1,45,2,1,3,4526,4472,1051
1,28,1,45,2,1,4,5154,2970,1087
1,28,1,46,2,1,7,1868,1832,1184
1,28,1,46,2,1,9,4766,4735,980
1,28,1,47,2,3,7,5018,4800,4023
1,28,1,47,4,6,,813,776,1051
1,28,1,48,2,1,8,5940,5927,980
1,28,1,48,2,3,6,2590,2488,1184
1,28,1,49,2,1,1,5123,4850,1051
1,28,1,49,2,1,3,7723,7466,1087
1,28,1,49,2,1,9,3026,3025,980
1,28,1,49,2,3,6,2344,2176,980
1,28,1,49,4,6,,286,21,1051
1,28,1,50,2,1,4,4103,3988,2781
1,28,1,50,2,3,6,4847,4517,980
1,28,1,51,2,3,5,6651,6558,915
1,28,1,51,2,3,6,3032,2840,980
1,28,1,51,2,3,6,4058,3548,980
1,28,1,51,2,4,,1088,987,1087
1,28,1,52,2,1,3,4808,4650,1716
1,28,1,52,2,1,7,4123,3993,2781
1,28,1,53,2,1,7,702,623,1051
1,28,1,53,2,3,7,2447,2437,944
1,28,1,54,2,3,6,860,712,980
1,28,1,55,2,1,9,4149,4113,1051
1,28,1,55,2,2,0,5295,5199,2781
1,28,1,55,2,3,6,3224,3192,1184
1,28,1,55,2,3,6,7135,4192,980
1,28,1,56,2,1,8,4022,3860,1051
1,28,1,56,2,2,2,3793,3785,1184
1,28,1,56,2,3,6,812,741,980
1,28,1,56,2,3,8,5968,5784,1716
1,28,1,57,2,1,8,1658,1563,1716
1,28,1,57,2,3,6,3349,3098,980
1,28,1,57,2,3,6,5934,4664,980
1,28,1,57,2,3,8,2137,2065,1051
1,28,1,57,2,4,,2016,1186,3039
1,28,1,58,2,3,5,2477,2477,4023
1,28,1,58,2,3,8,4460,4094,915
1,28,1,59,2,1,9,1713,1674,1051
1,28,1,59,2,1,9,4256,4021,1184
1,28,1,59,2,3,6,3027,2663,980
1,28,1,59,2,3,7,4156,3052,1051
1,28,1,59,3,4,,4926,4901,4023
1,28,1,60,2,2,6,12540,12366,1184
1,28,1,61,2,1,7,1730,1650,980
1,28,1,61,2,3,6,3602,3503,980
1,28,1,61,2,6,,2267,2136,1683
1,28,1,62,2,6,,2929,2852,1087
1,28,1,63,2,3,6,12473,12111,980
1,28,1,63,2,3,6,3464,3365,980
1,28,1,63,2,3,8,3103,2801,944
1,28,1,64,2,3,6,4513,4432,980
1,28,1,64,2,6,,2725,2595,1051
1,28,1,65,2,3,6,2120,833,980
1,28,1,65,2,3,6,2912,2385,980
1,28,1,65,2,6,,1202,1031,1051
1,28,1,65,2,6,,1583,1518,1087
1,28,1,66,2,3,6,4640,3060,1184
1,28,1,67,2,1,9,5433,4503,3445
1,28,1,67,2,3,6,1784,1734,980
1,28,1,67,2,6,,4056,2718,1051
1,28,1,69,2,3,6,2472,2267,980
1,28,1,69,2,6,,1641,1424,1087
1,28,1,69,2,6,,3961,2999,1716
1,28,1,71,2,1,8,1853,1674,2781
1,28,1,71,3,4,,1357,1273,3755
1,28,1,72,2,3,6,1487,719,980
1,28,1,73,2,3,6,1811,1779,980
1,28,1,73,2,6,,449,100,1087
1,28,1,74,2,6,,1531,1256,2781
1,28,1,74,2,6,,440,348,1087
1,28,1,75,2,6,,3726,3282,2781
1,28,1,78,2,6,,845,725,1087
1,28,1,79,2,3,6,699,594,980
1,28,1,84,2,6,,1805,1723,1087
1,28,2,31,2,1,8,3241,2915,1051
1,28,2,36,2,1,4,3124,3052,1051
1,28,2,52,2,2,8,2597,2586,4023
1,28,2,72,3,3,8,3008,2941,4023
1,28,3,44,2,1,8,3898,3834,4023
1,28,3,45,2,1,8,2993,2874,4023
1,28,3,58,2,3,6,2952,2652,944
1,28,5,33,2,1,3,8397,8091,1051
1,29,1,36,2,3,6,5524,5158,980
1,29,1,37,2,1,3,5443,5376,1051
1,29,1,39,2,3,6,1206,1114,980
1,29,1,41,2,1,8,6684,6564,1051
1,29,1,42,2,3,6,1053,1002,980
1,29,1,42,3,1,5,934,420,1413
1,29,1,45,4,1,3,3633,3533,1051
1,29,1,48,2,3,6,3117,2833,1184
1,29,1,56,2,1,8,4762,4675,1051
1,29,1,56,2,3,5,2443,2294,1087
1,29,1,56,2,3,6,2934,2914,980
1,29,1,57,2,3,5,1791,1744,1051
1,29,1,59,2,2,6,2784,1504,980
1,29,1,59,2,2,7,3875,3855,1716
1,29,1,63,2,1,9,1528,1475,1051
1,29,1,63,2,3,6,3618,3570,944
1,29,1,64,2,3,6,1739,1722,980
1,29,1,65,1,6,,2332,2332,3755
1,29,1,66,2,3,6,1672,1294,980
1,29,1,67,2,3,6,1729,1594,1184
1,29,1,68,2,3,6,1890,1853,1184
1,29,1,69,2,3,6,1195,1124,980
1,29,1,69,2,3,6,1864,1789,980
1,29,1,69,2,3,6,3346,3311,1184
1,29,1,71,2,3,6,971,575,799
1,29,1,72,2,3,6,2295,2249,980
