"주택의종류","전용면적","입주형태","연령","혼인상태","주된활동상태","직업","연간소득","연간경상소득","가중치(weight)"
1,15,1,48,2,1,7,5975,5929,1910
1,15,1,48,2,1,9,2628,1760,1087
1,15,1,48,2,2,4,5772,5261,2781
1,15,1,49,2,1,5,4296,4214,1087
1,15,1,49,2,6,,5674,5621,1683
1,15,1,49,3,3,5,2065,1940,1087
1,15,1,50,2,1,9,2839,2665,1087
1,15,1,51,2,1,7,3174,3164,3755
1,15,1,51,2,3,5,1856,1820,1051
1,15,1,51,2,3,6,1771,1442,1467
1,15,1,51,3,6,,997,967,3755
1,15,1,51,4,1,7,3447,2586,1051
1,15,1,52,2,1,7,3396,3161,980
1,15,1,52,2,1,8,3143,2988,4023
1,15,1,52,2,3,5,4754,4578,1087
1,15,1,53,2,1,7,1492,1434,1087
1,15,1,53,2,3,6,770,728,980
1,15,1,53,2,6,,1172,1163,1087
1,15,1,54,2,1,4,2490,2458,1910
1,15,1,54,2,1,9,1849,1508,1087
1,15,1,54,2,1,9,7192,7055,915
1,15,1,54,2,3,6,14887,14827,980
1,15,1,54,2,3,6,1702,379,980
1,15,1,54,2,4,,3151,3127,1910
1,15,1,54,3,1,9,2282,2146,1087
1,15,1,55,2,1,7,2649,2449,1910
1,15,1,55,2,1,9,2893,2893,1087
1,15,1,55,2,1,9,3201,3179,1087
1,15,1,55,3,4,,527,510,3755
1,15,1,56,2,1,3,7093,6077,1910
1,15,1,56,2,1,7,2811,2712,1087
1,15,1,56,2,1,9,1747,1632,2781
1,15,1,57,2,1,0,5501,4692,1051
1,15,1,57,2,3,6,5079,4955,980
1,15,1,57,3,1,9,1575,1290,1210
1,15,1,57,3,3,4,1486,1385,1051
1,15,1,57,3,3,5,1946,1827,2781
1,15,1,58,2,1,7,2856,2838,1910
1,15,1,58,2,1,8,4528,4290,1910
1,15,1,58,2,1,9,2395,2326,1087
1,15,1,58,2,1,9,2564,2393,1051
1,15,1,58,2,3,6,973,960,980
1,15,1,59,2,6,,1781,1504,2781
1,15,1,59,2,6,,2795,2728,1051
1,15,1,60,2,2,5,2842,2795,1051
1,15,1,60,2,3,6,2827,2788,980
1,15,1,60,2,6,,1744,1575,1087
1,15,1,61,2,1,9,3339,2011,1476
1,15,1,61,2,3,6,153,0,980
1,15,1,61,2,3,6,797,796,980
1,15,1,61,3,1,9,1988,1892,1087
1,15,1,62,2,1,9,2329,2302,1910
1,15,1,62,2,3,6,2157,2041,980
1,15,1,62,2,3,9,1122,1075,1087
1,15,1,62,2,4,,2908,2880,1051
1,15,1,63,2,3,5,1096,1038,1087
1,15,1,63,2,3,5,848,798,1051
1,15,1,63,2,3,6,1066,245,980
1,15,1,63,2,3,6,3726,3710,980
1,15,1,63,2,3,6,5100,4902,980
1,15,1,63,2,6,,1307,1261,2781
1,15,1,63,3,1,9,2737,2239,2781
1,15,1,63,3,3,4,459,350,1051
1,15,1,64,2,1,8,1815,1592,1051
1,15,1,64,2,1,9,892,830,1910
1,15,1,64,2,3,6,1502,1118,980
1,15,1,64,2,3,6,1974,1859,980
1,15,1,64,2,3,6,3068,74,980
1,15,1,64,2,3,6,7549,2670,980
1,15,1,64,2,6,,1279,1155,1087
1,15,1,64,2,6,,3228,2860,915
1,15,1,64,3,3,4,1403,1320,1087
1,15,1,65,2,3,6,1542,1308,980
1,15,1,65,2,3,6,3107,2740,944
1,15,1,65,2,3,8,1749,1748,1087
1,15,1,65,2,6,,1391,1347,1087
1,15,1,65,2,6,,1536,1490,1910
1,15,1,65,2,6,,582,558,1087
1,15,1,66,2,1,9,3640,3636,1051
1,15,1,66,2,3,6,1325,1191,980
1,15,1,66,2,3,6,1709,1698,980
1,15,1,66,2,3,6,3421,3379,980
1,15,1,66,3,1,9,747,623,3755
1,15,1,66,3,3,4,1112,1092,1087
1,15,1,66,3,4,,523,426,3755
1,15,1,66,3,6,,594,456,3755
1,15,1,67,2,3,6,1054,794,980
1,15,1,67,2,3,6,1172,914,980
1,15,1,67,2,3,6,887,747,980
1,15,1,67,2,3,8,2582,2463,1087
1,15,1,67,2,4,,1593,1391,1087
1,15,1,67,2,6,,1535,1418,1087
1,15,1,67,3,6,,1130,1047,1087
1,15,1,68,2,3,6,1507,870,980
1,15,1,69,2,6,,788,780,1087
1,15,1,70,2,1,9,3513,1313,1051
1,15,1,70,2,3,8,479,436,1087
1,15,1,70,2,6,,402,328,1087
1,15,1,70,3,4,,431,335,1051
1,15,1,71,2,3,6,1532,1507,980
1,15,1,72,2,1,6,1066,999,1087
1,15,1,72,2,1,9,842,817,1087
1,15,1,72,2,3,6,1613,1596,980
1,15,1,72,2,6,,1559,1355,1087
1,15,1,72,3,1,9,1799,566,3755
1,15,1,72,3,6,,1622,1540,3755
1,15,1,72,3,6,,425,415,4202
1,15,1,73,2,3,6,823,707,980
1,15,1,73,2,6,,830,776,1716
1,15,1,73,3,6,,251,188,3755
1,15,1,74,2,3,6,1565,1244,980
1,15,1,74,2,3,6,836,822,944
1,15,1,74,2,3,6,862,848,980
1,15,1,74,2,6,,407,281,1051
1,15,1,74,3,6,,1110,856,3629
1,15,1,75,2,3,6,746,737,980
1,15,1,75,2,6,,2908,2306,1087
1,15,1,76,2,3,6,669,521,980
1,15,1,76,2,6,,898,820,1087
1,15,1,77,2,3,6,684,535,980
1,15,1,77,2,6,,732,700,1910
1,15,1,77,3,3,6,1348,1268,980
1,15,1,79,2,3,6,1919,1254,980
1,15,1,79,2,6,,4288,3777,2781
1,15,1,80,2,3,6,1532,1363,980
1,15,1,80,2,3,6,1853,1570,980
1,15,1,80,2,6,,243,189,1087
1,15,1,82,2,6,,2287,2201,1051
1,15,1,84,2,3,6,663,618,980
1,15,1,84,2,6,,721,620,1087
1,15,1,84,2,6,,748,678,1087
1,15,1,92,3,6,,505,292,3629
1,15,2,21,1,1,4,2680,1814,1051
1,15,2,27,1,1,7,2406,2336,14094
1,15,2,28,1,3,5,1848,1815,1210
1,15,2,28,2,1,3,2887,2523,2781
1,15,2,28,2,1,5,2790,2677,1051
1,15,2,29,1,6,,983,946,1910
1,15,2,29,2,1,7,2043,1919,2781
1,15,2,29,2,1,7,3527,2714,4023
1,15,2,30,2,1,1,2388,2354,1910
1,15,2,30,2,1,2,3616,3398,2781
1,15,2,30,2,1,5,1955,1954,1910
1,15,2,31,2,1,5,2172,2144,1051
1,15,2,31,2,6,,2098,2074,2781
1,15,2,32,1,1,3,5767,5427,915
1,15,2,32,2,1,2,3465,3457,4023
1,15,2,32,2,1,8,2501,2469,1295
1,15,2,32,2,3,7,2993,2891,1051
1,15,2,33,2,1,3,2783,2573,1051
1,15,2,33,2,1,8,4427,4254,4023
1,15,2,34,2,1,1,1743,1650,1051
1,15,2,35,2,1,4,1253,1162,915
1,15,2,35,2,3,5,2764,2570,1716
1,15,2,35,4,6,,1470,1423,1087
1,15,2,36,2,1,9,1735,1448,2781
1,15,2,36,3,4,,1563,1471,1716
1,15,2,37,1,6,,1090,1038,4202
1,15,2,37,2,1,4,2685,2651,915
1,15,2,37,2,1,9,2190,2024,915
1,15,2,37,2,2,2,3785,3758,2781
1,15,2,37,4,3,4,2426,2208,1210
1,15,2,38,2,1,2,3693,3416,2781
1,15,2,38,2,1,2,5950,3777,4023
1,15,2,38,2,1,5,2117,2104,915
1,15,2,38,2,3,8,2910,2842,1087
1,15,2,39,2,1,9,1883,1521,4023
1,15,2,39,2,1,9,3930,3796,1051
1,15,2,39,2,2,2,4087,4026,4023
1,15,2,39,2,3,5,2844,2782,1051
1,15,2,40,2,1,8,2850,2838,2781
1,15,2,40,2,3,5,2275,2022,1051
1,15,2,41,2,1,3,3057,2892,915
1,15,2,41,2,3,8,2880,2804,2781
1,15,2,41,4,1,3,3251,3249,1716
1,15,2,42,2,1,1,3541,3524,2781
1,15,2,42,2,1,7,2478,2444,1295
1,15,2,42,2,3,3,1814,1653,1087
1,15,2,42,2,3,7,3996,3896,2781
1,15,2,43,2,1,8,1642,1634,1716
1,15,2,43,2,1,8,4902,3090,1051
1,15,2,43,2,2,0,4209,4074,2781
1,15,2,43,2,3,8,5654,5591,1210
1,15,2,44,2,1,7,2901,2890,4023
1,15,2,44,2,1,9,2238,2191,1210
1,15,2,44,2,3,8,1677,1524,4023
1,15,2,45,1,1,9,1010,1000,4949
1,15,2,45,2,1,4,2295,2159,1087
1,15,2,45,2,1,4,2427,2410,1210
1,15,2,45,2,1,7,3234,2867,2781
1,15,2,45,2,1,9,3923,3720,1910
1,15,2,45,2,2,9,3462,3462,2781
1,15,2,45,3,3,4,2592,2556,1210
1,15,2,47,2,1,2,920,829,3629
1,15,2,47,4,4,,454,431,4867
1,15,2,47,4,6,,1131,963,2781
1,15,2,48,2,1,4,980,978,1051
1,15,2,48,2,6,,3989,3854,2781
1,15,2,48,4,1,4,4151,3970,1210
1,15,2,49,2,3,1,4204,4204,2781
1,15,2,49,3,1,4,3632,3608,2781
1,15,2,50,2,1,3,3059,3025,1210
1,15,2,50,2,2,7,2128,2128,2781
1,15,2,50,2,3,9,2821,2787,1210
1,15,2,50,3,1,9,2517,2421,2781
1,15,2,51,2,3,4,3621,2780,1910
1,15,2,51,3,1,7,1241,1230,1910
1,15,2,51,3,1,9,1825,1774,3039
1,15,2,52,2,1,9,2159,2159,1051
1,15,2,52,2,1,9,914,870,1910
1,15,2,53,3,3,5,1721,1721,1210
1,15,2,54,2,1,8,3338,3275,2781
1,15,2,54,2,3,7,4013,3973,2781
1,15,2,54,3,6,,1460,1329,1910
1,15,2,54,4,1,9,1448,1435,1210
1,15,2,55,2,1,9,4199,4139,4023
1,15,2,55,2,3,5,4439,4367,915
1,15,2,56,3,1,4,3478,3461,1910
1,15,2,57,2,3,4,3263,3165,1051
1,15,2,58,3,1,9,1640,1598,915
1,15,2,59,2,1,9,3606,3569,1910
1,15,2,61,2,1,7,3368,3329,2781
1,15,2,62,2,6,,3721,3211,1295
1,15,2,69,3,3,5,863,830,1087
1,15,2,70,2,6,,2161,2104,1051
1,15,2,70,2,6,,3179,2858,915
1,15,2,72,2,6,,178,156,1910
1,15,2,72,3,6,,1290,1169,1051
1,15,2,74,3,4,,1723,1708,3629
1,15,2,79,3,6,,1963,1963,4848
1,15,2,84,2,4,,1229,1188,1716
1,15,3,24,1,1,4,1931,1641,1295
1,15,3,24,2,1,2,4144,3930,4023
1,15,3,24,2,1,8,3848,3791,1087
1,15,3,27,1,1,7,4405,4381,1051
1,15,3,28,1,3,2,3639,3480,8611
1,15,3,29,1,1,7,4348,4078,4848
1,15,3,32,1,1,1,1939,1848,2781
1,15,3,32,1,1,9,3295,3270,1051
1,15,3,32,2,1,7,1941,1844,1087
1,15,3,32,2,1,7,2143,2140,1295
1,15,3,32,2,1,8,1407,1380,4023
1,15,3,32,2,1,8,2294,2052,1051
1,15,3,33,2,1,6,1606,1342,1087
1,15,3,33,2,1,8,2174,1961,1051
1,15,3,34,1,1,9,2431,2395,1051
1,15,3,34,2,1,8,2932,2906,4023
1,15,3,35,2,1,8,2456,2428,4023
1,15,3,35,2,1,8,4115,4006,1051
1,15,3,36,1,1,3,2773,2747,2781
1,15,3,36,1,1,5,3700,2814,4949
1,15,3,36,2,1,2,4403,4291,4023
1,15,3,36,2,1,7,5180,5003,1051
1,15,3,36,2,1,8,3378,3241,915
1,15,3,36,2,2,4,2963,2918,4023
1,15,3,37,2,1,9,2001,1957,1413
1,15,3,37,2,1,9,3535,3377,1087
1,15,3,37,2,4,,1203,1170,1413
1,15,3,38,2,3,3,3398,3329,1716
1,15,3,39,2,1,1,4335,4221,1087
1,15,3,39,4,4,,997,958,4023
1,15,3,41,2,1,7,2066,2066,2781
1,15,3,42,2,1,5,4620,4598,2781
1,15,3,42,2,1,9,3767,3764,1051
1,15,3,42,2,2,0,5584,5555,1910
1,15,3,42,4,1,4,1795,1605,1051
1,15,3,43,2,1,9,1713,1713,1210
1,15,3,43,2,3,8,4152,4080,2781
1,15,3,43,4,1,9,2275,2199,4023
1,15,3,44,2,1,1,5059,5017,1051
1,15,3,44,2,1,7,2924,2611,1087
1,15,3,44,2,3,4,3360,3173,1910
1,15,3,44,4,6,,1295,1172,1295
1,15,3,45,2,1,4,2329,2131,1051
1,15,3,45,2,1,8,1841,1676,1295
1,15,3,45,2,1,8,4982,4614,4023
1,15,3,45,4,1,7,2664,2637,1295
1,15,3,45,4,3,4,674,628,3755
1,15,3,46,4,3,8,2392,2307,4949
1,15,3,47,2,1,1,2673,2645,1051
1,15,3,48,2,1,8,4372,4352,1716
1,15,3,48,3,1,8,2345,2227,1910
1,15,3,49,2,3,7,474,453,1051
1,15,3,49,2,3,8,3432,3320,2781
1,15,3,51,2,3,4,6089,5879,1051
1,15,3,51,2,3,5,4300,4242,1910
1,15,3,51,4,1,9,1818,1775,4023
1,15,3,52,3,3,4,915,774,1051
1,15,3,53,2,3,8,2273,2192,4023
1,15,3,53,2,3,8,5987,4976,1295
1,15,3,54,2,3,5,3718,3667,1051
1,15,3,57,2,6,,2749,2729,1910
1,15,3,59,2,1,7,980,975,1716
1,15,3,63,2,1,9,3017,3009,1051
1,15,3,75,3,6,,1744,1593,3755
1,15,4,30,2,3,8,3600,3492,1051
1,15,4,35,2,1,9,5027,4949,1051
1,15,4,37,2,2,5,3069,3069,1210
1,15,4,37,2,4,,1812,1569,1051
1,15,4,38,2,1,8,572,558,1087
1,15,4,40,4,4,,1106,1034,1087
1,15,4,41,2,1,8,3198,3088,1087
1,15,4,41,2,2,4,3226,2450,1051
1,15,4,41,3,3,4,1188,1064,1051
1,15,4,41,4,1,4,1805,1735,1716
1,15,4,42,2,3,8,2960,2945,1051
1,15,4,43,2,1,9,2736,2683,1087
1,15,4,43,3,4,,3807,2142,1087
1,15,4,43,4,6,,1072,1072,1051
1,15,4,45,2,1,9,2807,2769,1087
1,15,4,45,2,3,5,1724,1707,1210
1,15,4,46,2,1,9,1574,1515,1087
1,15,4,47,2,1,7,2096,1553,1087
1,15,4,49,2,1,8,3720,3598,915
1,15,4,50,2,1,7,1939,1869,1051
1,15,4,50,2,1,9,2491,2408,1051
1,15,4,50,2,4,,1607,1489,915
1,15,4,62,2,1,6,1736,1641,1087
1,15,4,69,2,3,6,474,345,980
1,15,5,25,2,1,5,1537,1099,1087
1,15,5,26,2,3,5,3269,3101,1051
1,15,5,27,2,1,8,3897,3780,1087
1,15,5,30,2,1,8,3139,3133,1087
1,15,5,30,3,1,4,1489,1472,1087
1,15,5,31,2,3,4,1955,1936,1051
1,15,5,32,2,1,4,5070,4996,1295
1,15,5,34,2,1,8,3695,2106,915
1,15,5,36,2,3,5,4116,4053,1087
1,15,5,36,3,1,4,1516,1469,1087
1,15,5,37,2,1,7,3357,3090,1295
1,15,5,38,2,3,5,1323,1291,1087
1,15,5,40,2,1,3,4820,4757,1087
1,15,5,41,2,1,8,1423,1388,1051
1,15,5,42,2,3,6,4143,4108,980
1,15,5,43,2,1,5,2640,2640,1210
1,15,5,44,2,1,4,1552,1524,1087
1,15,5,48,2,1,6,4350,4293,1087
1,15,5,49,2,1,9,2001,1868,1087
1,15,5,50,2,1,6,5568,5539,1087
1,15,5,54,2,1,6,4869,4629,1087
1,15,5,54,2,1,9,2186,2053,980
1,15,5,61,2,1,4,2049,2004,1910
1,15,5,64,2,4,,937,844,1087
1,15,5,65,3,6,,1048,1011,1087
1,15,5,68,2,3,6,359,343,980
1,15,5,68,3,4,,457,332,3629
1,15,5,73,2,3,6,2979,1749,980
1,15,5,75,2,1,9,407,393,1087
1,15,5,76,3,4,,588,522,3755
1,15,5,79,3,4,,549,466,3629
1,15,5,86,3,4,,436,402,3755
1,16,1,27,1,1,7,4782,3627,1413
1,16,1,32,2,2,8,2609,2566,1087
1,16,1,35,2,1,7,1419,1388,1051
1,16,1,38,2,1,5,2626,2450,1087
1,16,1,40,2,3,6,4324,3986,980
1,16,1,46,2,1,3,2661,2641,1051
1,16,1,46,4,1,7,3460,3334,1051
1,16,1,49,2,3,2,2600,2443,1413
1,16,1,51,2,1,7,3781,3712,1683
1,16,1,52,3,3,5,3433,1859,3629
1,16,1,53,3,1,9,1104,1031,1087
1,16,1,55,2,1,4,6610,6376,1087
1,16,1,55,2,1,7,3020,2933,1910
1,16,1,55,2,1,8,6288,6091,1910
1,16,1,55,2,3,6,2124,2080,980
1,16,1,55,2,3,6,3637,3614,980
1,16,1,57,2,3,6,2499,1835,980
1,16,1,59,2,1,8,914,870,1910
1,16,1,60,2,6,,737,675,1051
1,16,1,62,2,3,5,2133,2068,1051
1,16,1,62,2,3,5,3433,3409,1139
1,16,1,62,2,6,,2188,2048,1683
1,16,1,63,2,3,6,2466,1061,1139
1,16,1,64,2,3,6,5529,5321,980
1,16,1,65,2,3,6,1320,1264,980
1,16,1,65,2,6,,166,92,1087
1,16,1,66,2,3,6,869,663,980
1,16,1,67,2,3,6,4129,3966,980
1,16,1,67,2,6,,3545,3271,1087
1,16,1,68,2,4,,1107,983,1087
1,16,1,70,2,3,6,2305,2268,980
1,16,1,70,2,4,,511,506,1051
1,16,1,71,2,3,6,2012,1738,980
1,16,1,71,2,3,6,915,755,980
1,16,1,71,2,3,6,963,815,1184
1,16,1,71,2,6,,2453,2262,1910
1,16,1,72,2,3,6,544,161,980
1,16,1,73,2,3,6,2082,1349,980
1,16,1,74,2,3,6,1369,1263,980
1,16,1,75,2,3,6,1053,469,980
1,16,1,79,2,6,,524,514,2781
1,16,2,27,1,1,5,1808,1630,915
1,16,2,28,2,1,7,1294,1241,915
1,16,2,32,2,1,2,3674,3617,4023
1,16,2,33,2,1,3,4830,4194,2781
1,16,2,34,2,1,1,3915,3897,4023
1,16,2,34,2,1,3,3319,2978,915
1,16,2,35,1,1,1,6575,6575,2781
1,16,2,35,2,1,8,4647,3879,3755
1,16,2,35,2,4,,1688,1564,1210
1,16,2,36,2,1,7,2354,2052,1716
1,16,2,39,2,1,7,1500,1439,1295
1,16,2,41,2,1,3,3076,2970,1683
1,16,2,41,2,1,7,1975,1887,1716
1,16,2,41,4,3,9,3132,2942,2781
1,16,2,44,2,1,9,2663,2593,1210
1,16,2,46,4,1,9,963,905,4867
1,16,2,48,2,1,4,3026,3024,2781
1,16,2,50,4,3,4,1168,1137,1716
1,16,2,51,2,3,7,2867,2814,2781
1,16,2,55,2,1,9,1610,1451,1716
1,16,2,56,2,1,3,4143,3725,1910
1,16,2,78,2,6,,506,480,1910
1,16,3,29,2,1,1,3325,2701,4023
1,16,3,30,2,1,9,6273,6258,1051
1,16,3,34,2,3,5,1339,1323,1051
1,16,3,37,2,1,8,3678,3241,4023
1,16,3,37,2,3,7,1544,1452,1716
1,16,3,41,2,1,3,2866,2795,1087
1,16,3,43,2,1,8,3573,3533,1051
1,16,3,48,2,3,5,2002,1871,1910
1,16,4,28,2,1,9,2147,2077,1051
1,16,4,40,2,1,8,1275,1193,1087
1,16,4,41,2,1,4,1400,1353,1051
1,16,4,42,2,2,0,3902,3863,1413
1,16,4,42,2,3,9,2909,2621,1051
1,16,4,43,2,1,7,4251,3418,1051
1,16,4,59,2,1,8,2086,1946,915
1,16,4,61,4,1,9,2175,2055,4202
1,16,4,74,3,4,,447,411,3755
1,16,5,29,2,1,8,1603,1333,1051
1,16,5,34,2,6,,1251,1209,1051
1,16,5,43,2,6,,1625,1482,1910
1,16,5,54,2,1,7,3457,3078,1051
1,17,1,31,2,1,3,4091,4009,915
1,17,1,32,2,1,7,4054,4047,1051
1,17,1,34,2,1,8,3899,3860,915
1,17,1,38,2,1,3,2568,2483,1910
1,17,1,40,2,3,5,4570,4410,1716
1,17,1,44,2,1,7,1712,1692,1051
1,17,1,44,2,3,6,2122,2060,980
1,17,1,44,2,3,6,2337,2290,980
1,17,1,45,2,1,7,3516,3471,1910
1,17,1,46,2,1,2,4395,4335,1910
1,17,1,47,2,1,8,5362,5232,1051
1,17,1,48,2,3,6,3534,3479,980
1,17,1,49,2,3,7,2449,2366,1910
1,17,1,51,2,3,6,2191,1079,980
1,17,1,52,2,1,7,2055,1965,944
1,17,1,52,2,1,8,2934,2911,1210
1,17,1,53,2,3,6,513,511,980
1,17,1,54,2,1,8,2483,2393,1051
1,17,1,57,2,1,8,1953,1890,1910
1,17,1,57,3,6,,773,692,2781
1,17,1,58,2,1,7,1421,1411,1051
1,17,1,58,2,3,6,4564,4524,980
1,17,1,58,2,6,,1483,1323,1051
1,17,1,58,3,3,6,1424,1410,980
1,17,1,59,2,1,4,1810,750,1051
1,17,1,59,2,3,6,3804,2432,980
1,17,1,59,3,3,6,5675,2772,980
1,17,1,60,2,1,9,1122,1047,1051
1,17,1,60,2,6,,2048,1900,1087
1,17,1,60,4,1,9,4213,3883,1051
1,17,1,61,2,1,3,1749,1550,915
1,17,1,61,3,3,4,517,458,915
1,17,1,62,2,1,9,1827,1240,1051
1,17,1,62,2,1,9,1891,1722,1210
1,17,1,62,2,3,6,1674,1654,980
1,17,1,62,3,1,9,2580,2369,3629
1,17,1,63,2,3,6,1741,1678,980
1,17,1,63,2,3,6,2395,1973,980
1,17,1,63,2,3,6,2475,2152,980
1,17,1,63,2,3,6,3476,3170,980
1,17,1,63,2,4,,1213,1131,1087
1,17,1,64,2,3,6,1145,1037,1184
1,17,1,65,2,3,6,1096,1069,980
1,17,1,65,2,3,8,3370,3269,1087
1,17,1,65,2,6,,1653,1570,1087
1,17,1,66,2,3,6,1590,1535,980
1,17,1,67,2,3,6,1815,1677,980
1,17,1,67,3,6,,586,542,1087
1,17,1,68,2,3,6,1057,1020,980
1,17,1,68,2,3,6,1327,1271,980
1,17,1,68,2,3,6,2961,2647,980
1,17,1,68,2,3,6,4842,4729,944
1,17,1,68,2,6,,596,471,1051
1,17,1,70,2,3,6,933,683,980
1,17,1,71,2,3,6,461,410,980
1,17,1,72,2,3,6,882,290,980
1,17,1,73,3,6,,332,326,4867
1,17,1,74,2,3,6,1785,1172,980
1,17,1,76,2,6,,494,444,1051
1,17,1,78,2,3,6,2211,2184,980
1,17,1,79,2,3,6,1324,1144,980
1,17,1,79,3,4,,855,833,3755
1,17,1,80,2,6,,531,480,1087
1,17,1,83,2,6,,2085,2017,1087
1,17,2,32,1,1,3,3515,3413,1910
1,17,2,33,2,1,8,5237,5178,1087
1,17,2,34,2,1,7,8284,7167,1051
1,17,2,37,2,2,2,2805,2774,1051
1,17,2,38,2,1,8,1878,1794,1087
1,17,2,38,2,3,7,2344,2176,1051
1,17,2,40,2,1,7,8877,7557,1295
1,17,2,40,4,1,5,2558,2447,1051
1,17,2,44,2,3,2,2052,1962,1087
1,17,2,50,2,1,3,1569,1445,1910
1,17,2,51,2,1,8,1278,1201,1051
1,17,2,63,2,1,7,1779,1721,915
1,17,2,63,3,4,,887,815,1087
1,17,3,24,1,1,3,1778,1759,1683
1,17,3,29,2,1,4,2865,2784,1683
1,17,3,33,2,1,3,3390,3301,1210
1,17,3,34,2,3,4,2346,2297,1087
1,17,3,35,2,3,8,1616,1450,1683
1,17,3,35,4,2,4,2264,2169,1051
1,17,3,37,2,3,4,2153,1984,1051
1,17,3,40,3,1,7,1578,1462,1051
1,17,3,41,2,1,9,2379,2349,1683
1,17,3,43,2,1,5,3630,3514,2781
1,17,3,46,2,1,2,2317,2291,1051
1,17,3,46,2,6,,3070,3060,1051
1,17,3,47,2,1,4,2066,2045,1210
1,17,3,47,2,3,8,4593,4593,1051
1,17,3,57,2,1,9,4084,2428,1295
1,17,3,61,2,1,9,3543,3330,1683
1,17,4,40,2,2,8,5197,4863,915
1,17,4,55,2,3,9,1744,1725,915
1,17,4,64,2,1,4,1261,662,1087
1,17,4,68,3,4,,2499,2397,1210
1,17,5,30,2,1,1,6516,6178,1051
1,17,5,32,2,1,9,3525,3489,1051
1,17,5,47,2,3,6,19657,19500,1184
1,17,5,82,3,4,,637,553,3629
1,18,1,24,1,6,,2156,1892,1051
1,18,1,24,2,6,,729,668,1051
1,18,1,30,2,1,2,2018,1149,1210
1,18,1,31,2,2,5,3121,3110,1051
1,18,1,34,1,1,8,1813,1743,1210
1,18,1,34,2,1,7,3498,3275,980
1,18,1,34,2,3,4,1667,1560,1910
1,18,1,35,2,1,7,2607,2581,1087
1,18,1,36,2,3,8,4122,4085,2781
1,18,1,37,2,1,7,3446,3360,915
1,18,1,38,2,3,6,1829,1604,980
1,18,1,38,2,6,,6094,4582,2781
1,18,1,39,2,3,8,2843,2666,1051
1,18,1,39,2,3,8,3221,3029,1413
1,18,1,40,2,3,8,3183,3125,1087
1,18,1,41,2,1,9,5409,4564,1087
1,18,1,41,2,3,6,4250,4229,980
1,18,1,42,2,1,3,4776,4480,1910
1,18,1,42,2,1,7,1655,1640,1716
1,18,1,42,2,1,9,3199,3145,1051
1,18,1,42,2,1,9,5827,5687,1087
1,18,1,42,2,3,2,1862,1804,1087
1,18,1,42,2,3,6,1050,441,980
1,18,1,43,2,1,9,1499,1375,1051
1,18,1,44,2,2,0,5388,5346,1051
1,18,1,44,2,3,6,8934,8528,980
1,18,1,45,1,2,1,1070,1054,3629
1,18,1,45,2,1,8,3039,2880,1051
1,18,1,45,2,3,5,3769,3664,1087
1,18,1,45,2,3,8,3507,3439,1087
1,18,1,46,2,3,6,2528,2526,980
1,18,1,46,2,3,7,3057,3008,1716
1,18,1,47,2,1,4,6227,6038,1051
1,18,1,47,2,1,8,3826,3601,1087
1,18,1,47,2,3,5,1744,1737,1716
1,18,1,47,2,3,8,2397,2355,1051
1,18,1,47,2,3,8,5324,5304,915
1,18,1,47,4,1,8,2267,2034,1051
1,18,1,48,2,3,6,203,0,980
1,18,1,48,2,3,7,4163,4144,2781
1,18,1,48,2,3,8,5158,5103,1051
1,18,1,50,1,3,8,1566,1544,1051
1,18,1,50,2,1,7,2652,2540,1910
1,18,1,50,2,1,7,2839,2768,1051
1,18,1,50,2,1,7,3171,3128,1683
1,18,1,50,2,1,7,4168,3999,915
1,18,1,50,2,1,9,3919,3809,1051
1,18,1,50,2,3,6,1111,1017,980
1,18,1,50,2,3,6,12317,12277,980
1,18,1,50,2,3,6,5075,3230,980
1,18,1,50,2,3,8,6108,5929,1910
1,18,1,51,2,1,9,1615,1573,1051
1,18,1,51,2,1,9,2646,2445,980
1,18,1,51,2,3,6,2001,2001,980
1,18,1,51,2,3,6,2347,1473,980
1,18,1,51,2,4,,4288,4258,1910
1,18,1,51,2,6,,2096,2008,1087
1,18,1,52,2,1,2,4924,4885,1087
1,18,1,52,2,1,7,4748,4606,1051
1,18,1,52,2,3,6,3103,3065,980
1,18,1,52,2,3,6,3408,3100,980
1,18,1,52,2,3,6,5319,4955,980
1,18,1,52,2,3,6,5654,3200,980
1,18,1,52,2,3,8,7342,7246,1051
1,18,1,53,2,1,0,4362,4352,1087
1,18,1,53,2,1,8,5038,4812,1051
1,18,1,53,2,1,9,3217,3188,1683
1,18,1,53,2,3,6,1568,1470,980
1,18,1,53,2,3,7,3156,2903,1051
1,18,1,53,3,3,5,2532,2413,1683
1,18,1,54,2,1,4,1542,1536,1910
1,18,1,54,2,1,7,7218,7218,1051
1,18,1,54,2,1,9,1848,1848,1910
1,18,1,54,2,1,9,2707,2366,980
1,18,1,55,2,2,4,1621,1439,1051
1,18,1,55,2,3,5,5911,3219,1051
1,18,1,55,2,3,6,410,121,980
1,18,1,56,2,1,7,2024,965,1087
1,18,1,56,2,1,7,4171,4049,1295
1,18,1,56,2,1,7,6318,6302,2781
1,18,1,56,2,1,9,4221,4007,1032
1,18,1,56,2,3,6,2158,1614,980
1,18,1,56,2,3,6,2425,1948,980
1,18,1,56,2,3,8,4250,4028,1087
1,18,1,56,2,6,,1551,1472,1051
1,18,1,56,3,3,6,2286,1736,1184
1,18,1,57,1,3,6,2679,2661,980
1,18,1,57,2,1,1,9142,5551,915
1,18,1,57,2,1,8,5492,5402,2781
